Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Chris McCullough,,0.3,0.2,0.1,NA
Jordan Mickey,83.0,0.3,0.1,0.1,NA
David Vaughn,72.4,0.4,0.2,0.1,-0.1
Quincy Lewis,67.3,0.3,0.3,0.1,0
Pape Sow,62.1,0.6,0.2,0.1,NA
Scooter McCray,60.7,0.3,0.1,0,NA
Alando Tucker,59.6,0.2,0.1,0,NA
Easy Parham,57.2,0.3,0.1,0,NA
Josh Huestis,55.4,0.5,0.2,0,NA
Jarnell Stokes,54.2,0.5,0.1,0.1,NA
Pops Mensah-Bonsu,52.2,0.3,0,0,0
