Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Chris McCullough,,0.3,0.2,0.1
Jordan Mickey,83.0,0.3,0.1,0.1
Quincy Lewis,70.8,0.3,0.3,0.1
Adrian Caldwell,66.6,0.4,0.1,0
Pape Sow,62.1,0.6,0.2,0.1
Scooter McCray,60.7,0.3,0.1,0
Alando Tucker,59.6,0.2,0.1,0
Easy Parham,57.2,0.3,0.1,0
Josh Huestis,55.4,0.5,0.2,0
Jarnell Stokes,54.2,0.5,0.1,0.1
Pops Mensah-Bonsu,53.5,0.3,0,0
