,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2007-08,21,PHI,NBA,27:20,5,10,1,3,5,10,6,6,4,7,9,2,3,4,3,6,12,11.9
2009-10,23,PHI,NBA,27:45,7,13,2,4,7,10,5,6,3,6,9,2,2,3,3,6,14,11.9
2010-11,24,NOH,NBA,30:22,9,11,0,1,9,11,4,4,4,7,9,2,2,3,3,5,20,16.6
2011-12,25,NOH,NBA,36:52,12,17,1,2,12,16,5,5,5,8,10,4,3,3,5,5,26,26.0
2012-13,26,NOH,NBA,28:48,9,21,0,1,9,21,8,8,6,6,10,3,3,5,5,5,22,16.9
2013-14,27,NOP,NBA,47:01,9,17,0,0,9,17,6,8,7,13,16,3,2,5,4,6,22,23.9
2014-15,28,NYK,NBA,37:35,10,18,3,4,9,15,7,10,4,12,13,6,2,4,5,6,25,19.3
2015-16,29,ORL,NBA,36:33,10,15,1,2,10,15,5,6,4,9,13,4,4,4,4,6,25,21.3
2016-17,30,WAS,NBA,37:37,6,15,5,10,5,9,4,7,3,7,8,3,3,3,4,6,17,14.8
2017-18,31,WAS,NBA,27:57,4,8,2,4,4,8,4,4,3,5,6,3,1,2,4,5,10,7.9
2018-19,32,TOT,NBA,24:27,3,5,2,4,2,5,4,4,3,6,6,4,1,2,2,4,8,9.2
2018-19,32,WAS,NBA,24:27,2,5,1,2,2,5,4,4,3,6,6,4,1,2,2,4,7,9.2
2018-19,32,MIL,NBA,14:02,3,4,2,3,1,2,2,2,3,2,4,1,1,2,2,2,8,7.0
2018-19,32,NOP,NBA,14:03,2,5,2,4,0,1,2,2,1,2,3,1,0,0,1,3,8,4.5
Career,,,,47:01,12,21,5,10,12,21,8,10,7,13,16,6,4,5,5,6,26,26.0
5 Seasons,,"NOH,NOP",NBA,47:01,12,21,2,4,12,21,8,8,7,13,16,4,3,5,5,6,26,26.0
2 Seasons,,PHI,NBA,27:45,7,13,2,4,7,10,6,6,4,7,9,2,3,4,3,6,14,11.9
3 Seasons,,WAS,NBA,37:37,6,15,5,10,5,9,4,7,3,7,8,4,3,3,4,6,17,14.8
1 Season,,NYK,NBA,37:35,10,18,3,4,9,15,7,10,4,12,13,6,2,4,5,6,25,19.3
1 Season,,ORL,NBA,36:33,10,15,1,2,10,15,5,6,4,9,13,4,4,4,4,6,25,21.3
1 Season,,MIL,NBA,14:02,3,4,2,3,1,2,2,2,3,2,4,1,1,2,2,2,8,7.0
