Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1970-71,NA,PTC,ABA,NA,6,44,1.7,0.282,0,0.75,NA,NA,5.8,19.3,32,12.4,NA,-0.1,0,-0.1,-0.06
Career,NA,,ABA,NA,6,44,1.7,0.282,0,0.75,NA,NA,5.8,19.3,32,12.4,NA,-0.1,0,-0.1,-0.06
