,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1968-69,19,SFAUSTIN,25,,66,113,,,51,78,,71,,,,,,183,.584,,.654,,7.3,2.8,
1969-70,20,SFAUSTIN,30,,190,312,,,151,187,,146,,,,,,531,.609,,.807,,17.7,4.9,
1970-71,21,SFAUSTIN,31,,253,448,,,237,289,,179,,,,,,743,.565,,.820,,24.0,5.8,
1971-72,22,SFAUSTIN,13,,144,268,,,111,131,,74,,,,,,399,.537,,.847,,30.7,5.7,
Career,,,99,,653,1141,,,550,685,,470,,,,,,1856,.572,,.803,,18.7,4.7,
