Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,23,DLC,ABA,SG,78,NA,2417,5.1,10.1,0.502,0,0,NA,5.1,10.1,0.502,5.8,7,0.833,1.6,3.4,5,3.6,NA,NA,2.9,3.9,16
1973-74,24,SAA,ABA,PG,84,NA,3096,5.7,11.8,0.478,0,0,0,5.7,11.8,0.478,4.1,4.9,0.831,1,3,4,3.7,1,0.1,2.6,3,15.4
1974-75,25,SAA,ABA,PG,82,NA,3105,6.7,13.2,0.509,0,0,0,6.7,13.1,0.51,5,5.6,0.885,0.8,2.7,3.6,4.6,1.3,0.2,2.7,2.7,18.4
1975-76,26,SAA,ABA,PG,84,NA,3112,8.3,16,0.519,0,0,0,8.3,16,0.52,6.5,7.5,0.872,1.3,2.6,3.9,5.2,1.8,0.3,2.9,3,23.1
1976-77,27,SAS,NBA,PG,22,NA,356,6.2,14.4,0.43,NA,NA,NA,6.2,14.4,0.43,8.8,10.8,0.813,0.7,2.5,3.2,5.1,1.3,0.3,NA,3.6,21.1
1977-78,28,SAS,NBA,PG,37,NA,311,5,11.2,0.443,NA,NA,NA,5,11.2,0.443,6.9,8.5,0.822,0.5,2.2,2.7,4.4,1.3,0.1,3.5,3.4,16.9
1978-79,29,SAS,NBA,PG,79,NA,2171,7.7,15.3,0.505,NA,NA,NA,7.7,15.3,0.505,5.5,6.7,0.831,0.6,2.5,3,4.5,1.3,0.3,3.3,3.6,21
1979-80,30,SAS,NBA,PG,77,NA,2293,8.1,15.7,0.514,0,0.1,0,8.1,15.6,0.516,5.3,6,0.887,0.7,1.9,2.6,5.4,1,0.2,3,3.2,21.4
1980-81,31,SAS,NBA,PG,75,NA,2055,8.3,17.5,0.477,0,0,0,8.3,17.4,0.478,6.6,7.7,0.85,0.8,3.3,4,5,0.9,0.2,2.8,2.3,23.2
1981-82,32,CLE,NBA,SG,67,34,1447,6.2,14.3,0.438,0,0.1,0,6.2,14.1,0.442,6.1,7.1,0.86,0.6,2.1,2.7,5.5,1,0.1,2.7,2.7,18.6
Career,NA,,TOT,,685,34,20363,7,14,0.495,0,0,0,7,14,0.496,5.6,6.6,0.855,0.9,2.7,3.7,4.6,1.2,0.2,2.8,3.1,19.5
,NA,,NBA,,357,34,8633,7.5,15.6,0.485,0,0.1,0,7.5,15.5,0.487,6,7,0.852,0.7,2.4,3.1,5.1,1.1,0.2,3,3,21.1
,NA,,ABA,,328,NA,11730,6.5,12.9,0.504,0,0,0,6.5,12.9,0.504,5.3,6.2,0.857,1.2,2.9,4.1,4.3,1.4,0.2,2.7,3.1,18.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,"DLC,SAA,SAS",ABA,,618,NA,18916,7,14,0.499,0,0,0,7,14,0.5,5.6,6.5,0.855,1,2.8,3.7,4.6,1.2,0.2,2.9,3.1,19.6
1 season,NA,CLE,NBA,,67,34,1447,6.2,14.3,0.438,0,0.1,0,6.2,14.1,0.442,6.1,7.1,0.86,0.6,2.1,2.7,5.5,1,0.1,2.7,2.7,18.6
