Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1992-93,26,MIL,NBA,PF,8,37,9.2,0.44,0,0.167,6.2,18.9,12.5,8.8,2.7,3.5,20.6,28.2,NA,-0.1,0,-0.1,-0.114,NA,-7,-0.8,-7.7,-0.1
Career,NA,,NBA,,8,37,9.2,0.44,0,0.167,6.2,18.9,12.5,8.8,2.7,3.5,20.6,28.2,NA,-0.1,0,-0.1,-0.114,NA,-7,-0.8,-7.7,-0.1
