Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1957-58,24,CIN,NBA,PG,34,NA,424,54,158,0.342,24,27,0.889,56,47,60,132
Career,NA,,NBA,,34,NA,424,54,158,0.342,24,27,0.889,56,47,60,132
