,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2018-19,25,TOR,NBA,12:00,2,5,2,3,1,3,2,3,1,4,4,4,0,0,1,2,8,8.9
Career,,,,12:00,2,5,2,3,1,3,2,3,1,4,4,4,0,0,1,2,8,8.9
