Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983-84,22,PHI,NBA,PG,3,NA,6,6,18,0.333,0,12,0,6,6,1,0,0,NA,6,6,12,6,6,0,12,0,12
1984-85,23,PHI,NBA,PG,4,0,28,2.6,9,0.286,0,0,NA,2.6,9,0.286,0,0,NA,1.3,0,1.3,6.4,1.3,0,3.9,2.6,5.1
1985-86,24,PHI,NBA,SG,12,0,312,7.7,16.5,0.469,0,0.2,0,7.7,16.3,0.475,3,3.8,0.788,0.7,2.2,2.9,4.8,2.7,0.2,1.7,4,18.5
1986-87,25,CHI,NBA,PG,3,0,70,4.1,8.7,0.471,0,0,NA,4.1,8.7,0.471,2.1,2.1,1,1,1.5,2.6,8.2,0.5,0,1,5.7,10.3
1987-88,26,SEA,NBA,PG,5,0,80,6.3,15.3,0.412,0,0.5,0,6.3,14.9,0.424,1.8,1.8,1,0.9,4.1,5,5,0.5,0,2.3,3.2,14.4
1988-89,27,SEA,NBA,PG,8,1,201,7,14.7,0.476,0.2,0.7,0.25,6.8,14,0.487,3,3.6,0.85,0.5,1.8,2.3,8.8,3,0,2,3.9,17.2
1990-91,29,SEA,NBA,PG,5,5,136,7.9,14.8,0.536,1.1,2.9,0.364,6.9,11.9,0.578,2.4,2.6,0.9,0.3,1.9,2.1,4.5,1.3,0,2.1,3.7,19.3
1991-92,30,LAL,NBA,PG,4,4,162,5.3,10.2,0.522,0.4,0.7,0.667,4.9,9.6,0.512,2,2.7,0.75,0,1.8,1.8,3.8,0.4,0,2.4,2.4,13.1
1992-93,31,LAL,NBA,PG,5,5,205,6.8,15.6,0.438,0.5,2.3,0.231,6.3,13.3,0.474,1.6,2.1,0.75,0.5,2.5,3,7,2.3,0.2,2.1,3.3,15.8
1994-95,33,LAL,NBA,PG,1,0,11,3.3,13.1,0.25,0,6.5,0,3.3,6.5,0.5,0,0,NA,0,0,0,6.5,3.3,0,0,6.5,6.5
1995-96,34,LAL,NBA,PG,4,0,57,2.5,11.4,0.222,1.3,6.9,0.182,1.3,4.4,0.286,0,0,NA,0.6,1.3,1.9,2.5,1.3,0,1.9,2.5,6.3
1996-97,35,HOU,NBA,SG,16,0,266,3,7.6,0.393,1.2,4.1,0.3,1.8,3.5,0.5,0.8,1.1,0.75,0.3,2,2.3,6.5,0.8,0.5,1.6,4.7,8
Career,NA,,NBA,,70,15,1534,5.9,13,0.452,0.5,1.9,0.266,5.4,11.2,0.483,2,2.4,0.816,0.5,2.1,2.6,5.9,1.7,0.2,2,3.8,14.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,PHI,NBA,,19,0,346,7.3,15.9,0.458,0,0.4,0,7.3,15.5,0.47,2.7,3.4,0.788,0.8,2.1,2.9,5,2.6,0.2,2.1,3.8,17.3
3 seasons,NA,SEA,NBA,,18,6,417,7.2,14.8,0.483,0.4,1.4,0.313,6.7,13.5,0.5,2.6,2.9,0.882,0.5,2.2,2.8,6.6,2,0,2.1,3.7,17.4
1 season,NA,HOU,NBA,,16,0,266,3,7.6,0.393,1.2,4.1,0.3,1.8,3.5,0.5,0.8,1.1,0.75,0.3,2,2.3,6.5,0.8,0.5,1.6,4.7,8
4 seasons,NA,LAL,NBA,,14,9,435,5.6,13,0.433,0.6,2.4,0.241,5,10.6,0.477,1.5,2,0.75,0.3,2,2.3,5.2,1.5,0.1,2.2,3,13.3
1 season,NA,CHI,NBA,,3,0,70,4.1,8.7,0.471,0,0,NA,4.1,8.7,0.471,2.1,2.1,1,1,1.5,2.6,8.2,0.5,0,1,5.7,10.3
