Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Nate Hawthorne,,1.1,0.5,0.1,NA
Bryan Warrick,87.7,1,0.5,0.1,0
Eddie Hughes,86.0,1,0.4,0,NA
Phil Rollins,83.8,1.1,0.7,0.1,NA
Brooks Thompson,81.6,1.1,0.6,0.2,0.1
Lowes Moore,81.3,1.1,0.2,0.2,NA
Tate George,79.5,1.1,0.4,0,-0.1
Gerald Glass,78.8,0.9,0.5,0.3,0.1
Kelvin Upshaw,78.6,1,0.3,0.3,NA
Kyle Weaver,75.9,1.2,0.3,0,NA
Willie Smith,75.5,1,0.3,0,0
