Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Nate Hawthorne,,1.1,0.5,0.1
Ronnie Price,89.2,1.1,0.4,0.1
Anthony Johnson,87.1,1.1,0.4,0.3
Brooks Thompson,86.7,1.1,0.6,0.1
Eddie Hughes,86.0,1,0.4,0
Troy Daniels,84.5,1.1,0.2,0.2
Phil Rollins,83.8,1.1,0.7,0.1
Marco Belinelli,83.3,1.2,0.5,0
Ricky Davis,82.8,1.1,0.2,0.2
Gerald Glass,82.0,0.9,0.5,0.3
Tate George,81.5,1.1,0.4,-0.1
