,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,25,STL,NBA,,6,,,,,,5,5,,,,,,,,,13
1968-69,26,ATL,NBA,,5,,,,,,3,6,,,,,,,,,13
1968-69,26,LAS,ABA,,15,,7,,,,13,14,,,,,,,,,47
1969-70,27,TOT,ABA,,16,,5,,,,9,10,,,,,,,,,42
1969-70,27,LAS,ABA,,10,,3,,,,8,8,,,,,,,,,27
1969-70,27,NYA,ABA,,9,,4,,,,9,10,,,,,,,,,25
1969-70,27,MMF,ABA,,16,,5,,,,6,8,,,,,,,,,42
1970-71,28,CAR,ABA,,14,,6,,,,11,12,,,,,,,,,35
1971-72,29,TOT,ABA,,14,,6,,,,10,10,,,,,,,,,36
1971-72,29,CAR,ABA,,14,,4,,,,10,10,,,,,,,,,36
1971-72,29,MMP,ABA,,13,,6,,,,6,8,,,,,,,,,34
1972-73,30,MMT,ABA,,12,,4,,,,5,6,,,,,,,,,32
1973-74,31,MMT,ABA,,5,,2,,,,6,6,,,,,,,,,16
Career,,,TOT,,16,,,,,,13,14,,,,,,,,,47
,,,NBA,,6,,,,,,5,6,,,,,,,,,13
,,,ABA,,16,,7,,,,13,14,,,,,,,,,47
,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,CAR,ABA,,14,,6,,,,11,12,,,,,,,,,36
3 Seasons,,"MMP,MMT",ABA,,13,,6,,,,6,8,,,,,,,,,34
2 Seasons,,"ATL,STL",NBA,,6,,,,,,5,6,,,,,,,,,13
1 Season,,NYA,ABA,,9,,4,,,,9,10,,,,,,,,,25
2 Seasons,,LAS,ABA,,15,,7,,,,13,14,,,,,,,,,47
1 Season,,MMF,ABA,,16,,5,,,,6,8,,,,,,,,,42
