Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Jakob Pöltl,,5.6,5.1,1.6
James Donaldson,93.4,5.6,5.1,2.5
Gorgui Dieng,92.0,5.9,4.9,2.2
Nikola Vučević,91.4,5.7,4.4,1.8
LaSalle Thompson,90.6,5.3,4.9,2.3
Nenad Krstić,90.3,5.4,4.4,1.9
Connie Simmons,90.0,6.1,5.3,1.1
Kevin Kunnert,88.0,5.1,4.8,1
Rick Mahorn,87.5,6.2,5.9,1.8
Kevin Duckworth,87.0,5.2,4.8,0.8
Elmore Smith,85.7,5.9,3.9,1.5
