,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2016-17,21,TOR,NBA,C,6,26,,,,10%,91%,+31.9,+40.1,0,0,1,0,0,0,0,0,2
2017-18,22,TOR,NBA,C,9,140,,,,,100%,-8.7,-6.2,3,1,19,3,8,1,14,1,0
2018-19,23,SAS,NBA,C,7,177,,,,58%,42%,+1.6,+7.3,0,2,14,1,3,2,27,1,1
Career,,,NBA,,22,343,,,,31%,69%,-0.3,+4.3,3,3,34,4,11,3,41,2,3
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,TOR,NBA,,15,166,,,,1%,99%,-2.4,+1.1,3,1,20,3,8,1,14,1,2
1 season,,SAS,NBA,,7,177,,,,58%,42%,+1.6,+7.3,0,2,14,1,3,2,27,1,1
