,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1975-76,22,TOT,NBA,,4,9,,,,,4,6,,,6,2,,,,3,8,
1975-76,22,CLE,NBA,,0,2,,,,,0,0,0,1,1,0,0,0,,1,0,
1975-76,22,CHI,NBA,,4,9,,,,,4,6,,,6,2,,,,3,8,
1976-77,23,CHI,NBA,,2,4,,,,,5,7,,,5,2,,,,4,5,
1979-80,26,BOS,NBA,,5,,0,,,,3,6,,,,,,,,,11,
1980-81,27,BOS,NBA,,4,,0,,,,4,5,,,,,,,,,9,
1981-82,28,BOS,NBA,,2,,0,,,,3,4,,,5,1,,,,,6,
1983-84,30,NYK,NBA,,3,4,0,0,3,4,5,6,4,5,7,2,3,2,2,5,11,10.8
Career,,,,,5,,,,,,5,7,,,,,,,,,11,
3 Seasons,,BOS,NBA,,5,,0,,,,4,6,,,,,,,,,11,
2 Seasons,,CHI,NBA,,4,9,,,,,5,7,,,6,2,,,,4,8,
1 Season,,NYK,NBA,,3,4,0,0,3,4,5,6,4,5,7,2,3,2,2,5,11,10.8
1 Season,,CLE,NBA,,0,2,,,,,0,0,0,1,1,0,0,0,,1,0,
