Season,Team,Lg,Salary
1998-99,Chicago Bulls,NBA,"$540,000"
1999-00,Chicago Bulls,NBA,"$696,000"
2000-01,Chicago Bulls,NBA,"$749,160"
Career,(may be incomplete),,"$1,985,160"
