Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Roshown McLeod,,0.4,0.3,-0.4
Justin Reed,15.0,0.4,0.3,-0.2
Earl Clark,9.6,0.3,0.3,-0.3
Devin Ebanks,7.1,0.4,0.3,-0.1
Riney Lochmann,1.8,0.4,0.3,-0.2
Mel Davis,-7.0,0.4,0.4,-0.2
Linton Johnson,-9.8,0.4,0.4,0
Gene James,-21.4,0.5,0.3,0.1
DeAndre' Bembry,-21.5,0.9,0.3,-0.4
Trevor Wilson,-22.6,0.8,0.3,-0.5
Quincy Lewis,-25.2,0.3,0.3,0.1
