,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1998-99,23,ATL,NBA,24:29,7,16,1,2,7,14,4,4,2,6,7,2,1,1,4,2,16,10.2
1999-00,24,ATL,NBA,44:09,8,16,1,3,8,15,5,6,4,7,8,5,2,1,6,5,22,16.9
2000-01,25,TOT,NBA,40:00,11,22,2,5,9,19,6,6,4,7,10,6,3,3,5,5,24,17.7
2000-01,25,ATL,NBA,40:00,11,22,2,5,9,19,6,6,4,7,10,6,3,3,5,5,24,17.7
2000-01,25,PHI,NBA,14:35,1,2,0,1,1,1,0,0,1,1,2,0,0,0,1,2,2,0.2
Career,,,,44:09,11,22,2,5,9,19,6,6,4,7,10,6,3,3,6,5,24,17.7
3 Seasons,,ATL,NBA,44:09,11,22,2,5,9,19,6,6,4,7,10,6,3,3,6,5,24,17.7
1 Season,,PHI,NBA,14:35,1,2,0,1,1,1,0,0,1,1,2,0,0,0,1,2,2,0.2
