Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1958-59,22,SYR,NBA,C,64,726,10.7,0.417,0.483,NA,NA,NA,NA,NA,-0.1,0.9,0.7,0.049
1959-60,23,SYR,NBA,C,71,1119,12.3,0.404,0.357,NA,NA,NA,NA,NA,-0.8,1.3,0.5,0.022
1963-64,27,PHI,NBA,C,76,1286,10.5,0.422,0.329,NA,NA,NA,NA,NA,-0.9,1,0.1,0.004
1964-65,28,TOT,NBA,C,68,1294,13.2,0.438,0.312,NA,NA,NA,7.9,NA,-0.1,1.5,1.4,0.052
1964-65,28,PHI,NBA,C,38,729,12.1,0.426,0.267,NA,NA,NA,8.1,NA,-0.3,0.8,0.4,0.03
1964-65,28,SFW,NBA,C,30,565,14.5,0.454,0.374,NA,NA,NA,7.7,NA,0.2,0.8,0.9,0.081
1965-66,29,CIN,NBA,C,57,782,11.6,0.444,0.255,NA,NA,NA,7.2,NA,-0.1,0.6,0.5,0.031
1966-67,30,CIN,NBA,C,77,1905,12,0.443,0.247,NA,NA,NA,10.6,NA,-0.5,1.4,1,0.024
1967-68,31,CIN,NBA,C,81,2637,15.5,0.509,0.266,NA,NA,NA,10,NA,3.4,0.7,4.2,0.076
1968-69,32,CIN,NBA,C,82,2540,16.1,0.486,0.259,NA,NA,NA,12.8,NA,2.5,0.5,3,0.057
1969-70,33,CIN,NBA,C,76,2448,13.6,0.462,0.246,NA,NA,NA,9.4,NA,-0.7,2.2,1.5,0.029
1970-71,34,TOT,NBA,C,54,737,12.1,0.431,0.276,NA,NA,14.2,10.9,NA,-0.6,0.9,0.3,0.022
1970-71,34,CIN,NBA,C,1,23,-4.5,0.188,0,NA,NA,13.7,5.2,NA,-0.2,0,-0.2,-0.449
1970-71,34,PHI,NBA,C,53,714,12.6,0.442,0.291,NA,NA,14.3,11.1,NA,-0.4,0.9,0.6,0.038
Career,NA,,NBA,,706,15474,13.4,0.458,0.284,NA,NA,14.2,10.2,NA,2.2,11.1,13.3,0.041
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,CIN,NBA,,374,10335,14.2,0.475,0.254,NA,NA,13.7,10.4,NA,4.5,5.5,9.9,0.046
5 seasons,NA,"SYR,PHI",NBA,,302,4574,11.6,0.42,0.344,NA,NA,14.3,9.6,NA,-2.4,4.8,2.4,0.025
1 season,NA,SFW,NBA,,30,565,14.5,0.454,0.374,NA,NA,NA,7.7,NA,0.2,0.8,0.9,0.081
