,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,26,MIA,NBA,C,21,319,,,,23%,77%,-7.4,-6.1,5,6,17,2,15,0,18,2,7
2002-03,27,MIA,NBA,PF,23,223,,,,76%,24%,-2.2,+3.7,5,5,15,1,8,0,6,1,3
2004-05,29,SAS,NBA,PF,23,244,,,,56%,44%,-5.0,-15.0,2,6,14,4,14,0,20,1,7
2005-06,30,SAS,NBA,PF,25,181,,,18%,80%,2%,-8.8,-17.8,4,2,13,0,5,2,15,1,2
2006-07,31,PHO,NBA,PF,3,17,,,,27%,73%,-29.4,-37.3,0,0,2,0,1,0,0,0,1
2007-08,32,PHO,NBA,C,19,130,,,,,100%,-23.4,-30.1,1,1,14,3,7,0,9,1,0
2008-09,33,NOH,NBA,C,60,838,,,,20%,81%,-2.4,-5.5,6,10,61,8,21,3,36,4,18
2009-10,34,NOH,NBA,C,14,75,,,,7%,93%,-4.6,-1.7,1,0,11,1,3,1,4,1,0
2010-11,35,POR,NBA,C,29,208,,,,2%,98%,-19.6,-22.4,5,0,19,3,3,0,9,0,1
Career,,,NBA,,217,2235,,,1%,31%,67%,-7.0,-9.8,29,30,166,22,77,6,117,11,39
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,NOH,NBA,,74,913,,,,18%,82%,-2.6,-5.2,7,10,72,9,24,4,40,5,18
2 seasons,,SAS,NBA,,48,425,,,7%,66%,26%,-6.7,-16.2,6,8,27,4,19,2,35,2,9
2 seasons,,MIA,NBA,,44,542,,,,45%,55%,-5.2,-2.0,10,11,32,3,23,0,24,3,10
1 season,,POR,NBA,,29,208,,,,2%,98%,-19.6,-22.4,5,0,19,3,3,0,9,0,1
2 seasons,,PHO,NBA,,22,147,,,,3%,97%,-24.1,-30.9,1,1,16,3,8,0,9,1,1
