Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Briante Weber,,0.4,0.3,0,NA
James Young,76.8,0.3,0.3,0.1,0.1
Milt Williams,75.4,0.4,0.2,0.1,0.1
James White,72.6,0.5,0.3,0,NA
Russ Lee,72.2,0.3,0.2,0,NA
Elliot Williams,71.3,0.3,0.3,0.1,0
Lance Blanks,69.8,0.4,0.2,0.1,NA
Malcolm Lee,69.8,0.4,0.1,0,NA
Anthony Jones,68.4,0.5,0.3,0,NA
Doug Lee,65.5,0.4,0.4,0,NA
Drew Barry,63.8,0.3,0.2,0.1,NA
