Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,22,CHI,NBA,SF,3,NA,68,6.4,14.3,0.444,0,0,NA,NA,NA,5.8,2.1,NA,NA,6.4,12.7
1967-68,23,CHI,NBA,SF,5,NA,183,4.9,12.8,0.385,3,3.3,0.882,NA,NA,8.1,2.2,NA,NA,3.7,12.8
1968-69,24,LAL,NBA,SG,18,NA,446,4.5,11.5,0.394,1.2,2,0.6,NA,NA,6.9,3.2,NA,NA,5.2,10.3
1969-70,25,LAL,NBA,SF,17,NA,553,4.6,10,0.464,1.8,2.3,0.771,NA,NA,5,4.8,NA,NA,2.9,11
1970-71,26,LAL,NBA,SF,8,NA,313,6.2,11.4,0.545,2,2.5,0.773,NA,NA,5.2,2.5,NA,NA,3.9,14.4
1972-73,28,LAL,NBA,SF,17,NA,404,5.9,13.1,0.449,1.3,2,0.682,NA,NA,5.3,2.7,NA,NA,4.6,13.1
1975-76,31,PHO,NBA,SF,19,NA,426,6.8,14.6,0.462,4.6,5.7,0.809,1.3,4.4,5.7,3,0.9,0.3,5.2,18.2
Career,NA,,NBA,,87,NA,2393,5.5,12.1,0.452,2.2,2.8,0.762,1.3,4.4,5.8,3.2,0.9,0.3,4.3,13.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,LAL,NBA,,60,NA,1716,5.2,11.3,0.457,1.6,2.2,0.712,NA,NA,5.6,3.5,NA,NA,4.1,11.9
1 season,NA,PHO,NBA,,19,NA,426,6.8,14.6,0.462,4.6,5.7,0.809,1.3,4.4,5.7,3,0.9,0.3,5.2,18.2
2 seasons,NA,CHI,NBA,,8,NA,251,5.3,13.2,0.402,2.2,2.4,0.882,NA,NA,7.5,2.2,NA,NA,4.4,12.8
