Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,22,CHI,NBA,SF,3,NA,22.7,4,9,0.444,0,0,NA,NA,NA,3.7,1.3,NA,NA,4,8
1967-68,23,CHI,NBA,SF,5,NA,36.6,5,13,0.385,3,3.4,0.882,NA,NA,8.2,2.2,NA,NA,3.8,13
1968-69,24,LAL,NBA,SG,18,NA,24.8,3.1,7.9,0.394,0.8,1.4,0.6,NA,NA,4.8,2.2,NA,NA,3.6,7.1
1969-70,25,LAL,NBA,SF,17,NA,32.5,4.2,9,0.464,1.6,2.1,0.771,NA,NA,4.5,4.4,NA,NA,2.6,9.9
1970-71,26,LAL,NBA,SF,8,NA,39.1,6.8,12.4,0.545,2.1,2.8,0.773,NA,NA,5.6,2.8,NA,NA,4.3,15.6
1972-73,28,LAL,NBA,SF,17,NA,23.8,3.9,8.6,0.449,0.9,1.3,0.682,NA,NA,3.5,1.8,NA,NA,3.1,8.6
1975-76,31,PHO,NBA,SF,19,NA,22.4,4.2,9.1,0.462,2.9,3.6,0.809,0.8,2.7,3.5,1.8,0.6,0.2,3.2,11.3
Career,NA,,NBA,,87,NA,27.5,4.2,9.3,0.452,1.7,2.2,0.762,0.8,2.7,4.4,2.5,0.6,0.2,3.3,10
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,LAL,NBA,,60,NA,28.6,4.1,9,0.457,1.2,1.7,0.712,NA,NA,4.5,2.8,NA,NA,3.2,9.5
1 season,NA,PHO,NBA,,19,NA,22.4,4.2,9.1,0.462,2.9,3.6,0.809,0.8,2.7,3.5,1.8,0.6,0.2,3.2,11.3
2 seasons,NA,CHI,NBA,,8,NA,31.4,4.6,11.5,0.402,1.9,2.1,0.882,NA,NA,6.5,1.9,NA,NA,3.9,11.1
