Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1965-66,21,SFW,NBA,SF,64,646,8.3,0.394,0.243,NA,NA,NA,7.6,NA,NA,NA,-0.9,0.7,-0.2,-0.016,NA,NA,NA,NA,NA
1966-67,22,CHI,NBA,SF,76,1454,10.1,0.413,0.248,NA,NA,NA,10.9,NA,NA,NA,-1.6,1.7,0.2,0.005,NA,NA,NA,NA,NA
1967-68,23,CHI,NBA,SF,78,2257,12.8,0.45,0.273,NA,NA,NA,16.6,NA,NA,NA,-0.3,2.4,2.1,0.044,NA,NA,NA,NA,NA
1968-69,24,LAL,NBA,SG,77,1974,9.9,0.459,0.278,NA,NA,NA,12.9,NA,NA,NA,0.4,1.6,1.9,0.047,NA,NA,NA,NA,NA
1969-70,25,LAL,NBA,SF,68,1755,11.8,0.492,0.217,NA,NA,NA,15.3,NA,NA,NA,0.8,2.1,2.9,0.079,NA,NA,NA,NA,NA
1970-71,26,LAL,NBA,SF,73,2272,11.5,0.494,0.143,NA,NA,8,12.5,NA,NA,NA,1.6,1.7,3.3,0.07,NA,NA,NA,NA,NA
1971-72,27,LAL,NBA,SF,15,262,11.4,0.5,0.084,NA,NA,6.6,15.9,NA,NA,NA,0.2,0.4,0.5,0.099,NA,NA,NA,NA,NA
1972-73,28,LAL,NBA,SF,76,1920,12,0.461,0.158,NA,NA,8,15.9,NA,NA,NA,0.2,2.6,2.8,0.07,NA,NA,NA,NA,NA
1973-74,29,PHO,NBA,SF,66,2033,15.3,0.523,0.268,4.7,15.8,10.3,14.3,1.4,0.5,NA,2.9,1.1,4.1,0.096,NA,0.8,-0.8,0.1,1.1
1974-75,30,PHO,NBA,SF,49,1469,13.9,0.483,0.28,4.8,12.3,8.5,16.7,1.6,0.4,NA,1.2,1.2,2.4,0.078,NA,-0.6,-0.2,-0.9,0.4
1975-76,31,PHO,NBA,SF,74,1850,14.1,0.518,0.242,6.3,13.1,9.7,14.4,1.9,0.2,NA,2,1.8,3.8,0.098,NA,-0.3,-0.2,-0.6,0.7
1976-77,32,PHO,NBA,SF,50,949,11.1,0.508,0.17,4.1,12.2,8.2,15.4,1.4,0.4,NA,0.4,1,1.4,0.071,NA,-1.9,0.3,-1.6,0.1
Career,NA,,NBA,,766,18841,12.2,0.475,0.23,5.1,13.6,8.8,14.2,1.6,0.4,NA,6.9,18.3,25.2,0.064,NA,-0.3,-0.3,-0.6,2.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,LAL,NBA,,309,8183,11.3,0.477,0.191,NA,NA,7.9,14.1,NA,NA,NA,3.1,8.4,11.5,0.067,NA,NA,NA,NA,NA
4 seasons,NA,PHO,NBA,,239,6301,14,0.51,0.251,5.1,13.6,9.4,15,1.6,0.4,NA,6.5,5.1,11.6,0.089,NA,-0.3,-0.3,-0.6,2.3
2 seasons,NA,CHI,NBA,,154,3711,11.8,0.435,0.263,NA,NA,NA,14.3,NA,NA,NA,-1.9,4.2,2.2,0.029,NA,NA,NA,NA,NA
1 season,NA,SFW,NBA,,64,646,8.3,0.394,0.243,NA,NA,NA,7.6,NA,NA,NA,-0.9,0.7,-0.2,-0.016,NA,NA,NA,NA,NA
