,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,26,NOB,ABA,,6,,1,,,,6,8,,,,,,,,,14
1968-69,27,NOB,ABA,,8,,1,,,,7,10,,,,,,,,,19
1969-70,28,NOB,ABA,,13,,1,,,,7,10,,,,,,,,,28
1970-71,29,MMP,ABA,,8,,1,,,,5,8,,,,,,,,,18
1971-72,30,MMP,ABA,,7,,0,,,,8,12,,,,,,,,,18
1972-73,31,UTS,ABA,,7,,0,,,,5,8,,,,,,,,,17
1973-74,32,UTS,ABA,,9,,0,,,,4,5,,,,,,,,,20
1974-75,33,UTS,ABA,,7,,1,,,,5,6,,,,,,,,,16
1975-76,34,VIR,ABA,,9,,0,,,,8,9,,,,,,,,,20
Career,,,,,13,,1,,,,8,12,,,,,,,,,28
5 Seasons,,"MMP,NOB",ABA,,13,,1,,,,8,12,,,,,,,,,28
3 Seasons,,UTS,ABA,,9,,1,,,,5,8,,,,,,,,,20
1 Season,,VIR,ABA,,9,,0,,,,8,9,,,,,,,,,20
