Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003-04,19,BOS,NBA,C,10,0,35,8.2,15.4,0.533,0,0,NA,8.2,15.4,0.533,6.2,9.3,0.667,5.1,9.3,14.4,3.1,0,2.1,5.1,6.2,22.6
2004-05,20,BOS,NBA,C,60,3,548,3.7,7.8,0.471,0,0,NA,3.7,7.8,0.471,2.4,3.8,0.638,3.5,8.1,11.6,1.4,0.6,2.4,2.8,6.4,9.8
2005-06,21,BOS,NBA,C,68,40,1332,3.7,7.2,0.515,0,0.1,0,3.7,7.1,0.519,2.2,3.5,0.615,3.8,7.1,10.9,1.9,0.6,2.8,2.9,5.4,9.6
2006-07,22,BOS,NBA,C,72,53,1576,3,6.1,0.491,0,0.1,0,3,6.1,0.496,1.4,2.3,0.6,2.6,5.9,8.5,2.1,0.5,2.2,2.6,4.9,7.4
2007-08,23,BOS,NBA,C,78,78,1912,4,6.6,0.615,0,0,0,4,6.5,0.617,2.1,3.4,0.623,2.7,6.2,8.9,1.6,0.6,2.1,2.4,4.6,10.2
2008-09,24,BOS,NBA,C,76,76,2253,4.4,7.6,0.577,0,0,0,4.4,7.6,0.58,1.5,2.6,0.6,3.3,6.6,9.9,1.5,0.4,2.4,2.6,4,10.4
2009-10,25,BOS,NBA,C,78,78,2154,5.2,8.7,0.602,0,0.1,0,5.2,8.7,0.605,2.7,4.7,0.582,2.6,7.4,9.9,1.3,0.4,2.2,2.8,3.7,13.2
2010-11,26,TOT,NBA,C,29,24,742,3.3,6.3,0.515,0,0,NA,3.3,6.3,0.515,1.9,3.5,0.556,3,8.2,11.3,1.3,0.4,1.3,2.7,4.4,8.4
2010-11,26,BOS,NBA,C,12,7,313,3.7,6.8,0.542,0,0,NA,3.7,6.8,0.542,2.6,4.6,0.575,2.6,8.5,11.2,1.2,0.2,1.2,2.9,4.3,10
2010-11,26,OKC,NBA,C,17,17,429,2.9,6,0.493,0,0,NA,2.9,6,0.493,1.4,2.7,0.531,3.3,8.1,11.3,1.3,0.6,1.3,2.6,4.5,7.3
2011-12,27,OKC,NBA,C,65,65,1744,2.6,5.4,0.489,0,0,NA,2.6,5.4,0.489,1.5,2.3,0.652,2.5,6.3,8.8,1.6,0.5,1.5,2.4,3.9,6.8
2012-13,28,OKC,NBA,C,78,78,1954,2.6,5.8,0.457,0,0,0,2.6,5.7,0.458,0.8,1.3,0.611,2,6.6,8.6,2,0.8,1.5,2,4.2,6.1
2013-14,29,OKC,NBA,C,62,62,1207,2.6,5.8,0.451,0,0,0,2.6,5.7,0.453,1.1,2,0.552,2.4,6.7,9.1,2,0.8,1,2.7,5.3,6.3
2014-15,30,TOT,NBA,C,68,3,1148,3.2,7.1,0.449,0,0,0,3.2,7.1,0.451,1.3,2.6,0.506,2.9,7.2,10,1.6,0.5,1.3,3,5.1,7.7
2014-15,30,OKC,NBA,C,51,3,981,3,6.8,0.441,0,0,0,3,6.8,0.443,1.4,2.8,0.507,2.9,7.3,10.2,1.6,0.5,1.4,2.7,5,7.4
2014-15,30,CLE,NBA,C,17,0,167,4.3,8.8,0.488,0,0,NA,4.3,8.8,0.488,0.9,1.7,0.5,2.4,6.5,8.8,1.7,0.4,0.9,4.5,5.8,9.5
2015-16,31,NOP,NBA,C,37,5,542,2.7,5,0.533,0,0,NA,2.7,5,0.533,0.7,1.7,0.44,1.7,6.8,8.5,2.1,0.7,0.7,2.7,4.3,6
2017-18,33,CLE,NBA,C,1,0,15,2.4,4.8,0.5,0,0,NA,2.4,4.8,0.5,2.4,4.8,0.5,0,2.4,2.4,4.8,2.4,0,2.4,2.4,7.2
Career,NA,,NBA,,782,565,17162,3.6,6.8,0.53,0,0,0,3.6,6.7,0.532,1.7,2.8,0.594,2.7,6.8,9.5,1.7,0.6,1.9,2.6,4.5,8.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,BOS,NBA,,454,335,10123,4.2,7.4,0.563,0,0,0,4.2,7.3,0.566,2.1,3.4,0.603,3,6.8,9.8,1.6,0.5,2.3,2.7,4.5,10.4
5 seasons,NA,OKC,NBA,,273,225,6315,2.7,5.8,0.463,0,0,0,2.7,5.8,0.465,1.2,2,0.584,2.5,6.7,9.2,1.8,0.7,1.4,2.4,4.5,6.6
1 season,NA,NOP,NBA,,37,5,542,2.7,5,0.533,0,0,NA,2.7,5,0.533,0.7,1.7,0.44,1.7,6.8,8.5,2.1,0.7,0.7,2.7,4.3,6
2 seasons,NA,CLE,NBA,,18,0,182,4.2,8.5,0.488,0,0,NA,4.2,8.5,0.488,1,2,0.5,2.2,6.1,8.3,2,0.6,0.8,4.4,5.5,9.3
