,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,21,TOT,ABA,,2,5,0,1,2,4,2,2,,,2,1,,,0,0,4
1971-72,21,KEN,ABA,,2,5,0,1,2,4,2,2,,,2,1,,,0,0,4
1972-73,22,KEN,ABA,,5,,1,,,,6,6,,,,,,,,,13
1973-74,23,TOT,ABA,,5,,1,,,,3,4,,,,,,,,,11
1973-74,23,SDA,ABA,,5,,1,,,,3,4,,,,,,,,,11
Career,,,,,5,,1,,,,6,6,,,,,,,,,13
2 Seasons,,KEN,ABA,,5,,1,,,,6,6,,,,,,,,,13
1 Season,,SDA,ABA,,5,,1,,,,3,4,,,,,,,,,11
