Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1972-73,22,CAR,ABA,PG,2,11,-15.4,0.214,0.286,0,NA,NA,14.4,35.5,NA,NA,36.4,39.4,NA,-0.1,0,-0.1,-0.366
Career,NA,,ABA,,2,11,-15.4,0.214,0.286,0,NA,NA,14.4,35.5,NA,NA,36.4,39.4,NA,-0.1,0,-0.1,-0.366
