Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Kevin O'Shea,,2.1,1.2,0.5
Chink Crossin,96.9,2.1,1.2,0.5
John Salmons,92.5,2.1,1.4,0.6
Eric Snow,90.5,1.9,1.3,0.5
Courtney Alexander,89.6,2.2,1.1,0.8
Mickaël Piétrus,89.5,2.1,1.5,0.6
John Crotty,89.1,2.1,1,0.3
Cory Alexander,88.7,2.2,1.1,0.2
James Robinson,88.6,2.3,1.2,0.2
Dell Curry,87.3,2,0.9,0.5
Alonzo Gee,87.3,2.4,1,0.4
