Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1950-51,25,MNL,NBA,,63,NA,NA,NA,NA,0.326,NA,NA,0.724,NA,NA,NA,NA
1951-52,26,TOT,NBA,PG,65,NA,1725,3.2,9.7,0.328,3,4.4,0.686,4.2,3.6,3.7,9.4
1951-52,26,MLH,NBA,,43,NA,1077,3.1,10.1,0.306,2.5,3.8,0.655,4.1,3.4,3.7,8.6
1951-52,26,BLB,NBA,PG,22,NA,648,3.4,9.2,0.37,3.9,5.4,0.722,4.4,3.9,3.5,10.7
1952-53,27,BLB,NBA,SG,46,NA,643,4,10.6,0.376,2.7,4.5,0.593,4.3,4.9,4.6,10.6
Career,NA,,NBA,,174,NA,2368,3.4,10,0.337,2.9,4.4,0.68,4.2,3.9,3.9,9.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BLB,NBA,,68,NA,1291,3.7,9.9,0.373,3.3,5,0.663,4.3,4.4,4,10.7
1 season,NA,MNL,NBA,,63,NA,NA,NA,NA,0.326,NA,NA,0.724,NA,NA,NA,NA
1 season,NA,MLH,NBA,,43,NA,1077,3.1,10.1,0.306,2.5,3.8,0.655,4.1,3.4,3.7,8.6
