Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1950-51,25,MNL,NBA,,63,NA,NA,87,267,0.326,97,134,0.724,125,100,99,271
1951-52,26,TOT,NBA,PG,65,NA,1725,153,466,0.328,144,210,0.686,201,171,175,450
1951-52,26,MLH,NBA,,43,NA,1077,92,301,0.306,74,113,0.655,122,101,112,258
1951-52,26,BLB,NBA,PG,22,NA,648,61,165,0.37,70,97,0.722,79,70,63,192
1952-53,27,BLB,NBA,SG,46,NA,643,71,189,0.376,48,81,0.593,76,87,82,190
Career,NA,,NBA,,174,NA,2368,311,922,0.337,289,425,0.68,402,358,356,911
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BLB,NBA,,68,NA,1291,132,354,0.373,118,178,0.663,155,157,145,382
1 season,NA,MNL,NBA,,63,NA,NA,87,267,0.326,97,134,0.724,125,100,99,271
1 season,NA,MLH,NBA,,43,NA,1077,92,301,0.306,74,113,0.655,122,101,112,258
