Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1950-51,25,MNL,NBA,,63,NA,NA,0.416,0.502,NA,NA,NA,NA,NA,0.7,1.4,2.1,NA
1951-52,26,TOT,NBA,PG,65,1725,10.4,0.403,0.451,NA,NA,NA,NA,NA,0.1,1.1,1.2,0.033
1951-52,26,MLH,NBA,,43,1077,8.7,0.368,0.375,NA,NA,NA,NA,NA,-0.9,0.8,-0.1,-0.004
1951-52,26,BLB,NBA,PG,22,648,13.3,0.462,0.588,NA,NA,NA,NA,NA,1,0.3,1.3,0.096
1952-53,27,BLB,NBA,SG,46,643,12.3,0.423,0.429,NA,NA,NA,NA,NA,0.3,0.1,0.5,0.035
Career,NA,,NBA,,174,2368,10.9,0.411,0.461,NA,NA,NA,NA,NA,1.2,2.6,3.8,0.034
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BLB,NBA,,68,1291,12.8,0.442,0.503,NA,NA,NA,NA,NA,1.3,0.5,1.8,0.066
1 season,NA,MNL,NBA,,63,NA,NA,0.416,0.502,NA,NA,NA,NA,NA,0.7,1.4,2.1,NA
1 season,NA,MLH,NBA,,43,1077,8.7,0.368,0.375,NA,NA,NA,NA,NA,-0.9,0.8,-0.1,-0.004
