Season,Team,Lg,Salary
1988-89,Los Angeles Clippers,NBA,"$100,000"
1990-91,Los Angeles Clippers,NBA,"$340,000"
1991-92,Minnesota Timberwolves,NBA,"$200,000"
Career,(may be incomplete),,"$640,000"
