Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,20,LAL,NBA,PG,72,2,1090,4.1,9.7,0.422,1.5,4.5,0.328,2.6,5.2,0.503,0.9,1.3,0.711,0.7,3.2,3.9,4.5,1.5,0.2,2.4,2.5,10.6
2007-08,21,LAL,NBA,PG,82,0,1690,6.2,13.4,0.461,2.4,6.5,0.371,3.8,6.9,0.546,1.1,1.7,0.679,0.8,3.1,3.9,4.8,1.6,0.1,2.3,2.2,16
2008-09,22,LAL,NBA,PG,65,0,1192,4.9,12.4,0.391,1.5,4.4,0.336,3.4,8,0.421,1.4,2.3,0.584,0.7,2.9,3.5,4.7,1.7,0.3,2.6,3.2,12.6
2009-10,23,LAL,NBA,PG,82,0,1474,5.5,12.6,0.435,2.1,5.6,0.376,3.4,7,0.483,1.4,2.1,0.671,0.3,2.9,3.2,3.1,1.3,0.3,1.8,2.7,14.4
2010-11,24,NJN,NBA,PG,73,18,1796,5.1,13,0.392,2.2,6.1,0.359,2.9,7,0.421,1.6,2,0.82,0.5,3,3.5,7.4,1.2,0.1,2.8,2.6,14.1
2011-12,25,NJN,NBA,PG,39,5,831,6.4,13.6,0.467,2.4,5.4,0.44,4,8.2,0.484,2.5,2.7,0.905,0.3,2.3,2.6,5.6,1,0.1,2.9,2.1,17.6
2013-14,27,LAL,NBA,PG,41,5,912,6,14.4,0.415,2.8,6.3,0.438,3.2,8.1,0.397,1.7,2.3,0.746,0.8,3.3,4.1,7.9,1.5,0.3,3.7,2.6,16.4
2014-15,28,LAC,NBA,PG,36,0,529,4.2,10.8,0.386,2.4,6.6,0.361,1.8,4.2,0.426,0.7,0.7,0.909,0.5,2.3,2.9,4.6,1.4,0.3,2.2,3.5,11.4
2015-16,29,MEM,NBA,PG,12,10,291,5.2,12.4,0.42,2,5.6,0.356,3.2,6.8,0.473,1.2,1.2,1,0.5,2.6,3.1,4.6,1.9,0.2,2.2,2.7,13.6
2016-17,30,SAC,NBA,PG,2,0,35,4.1,12.3,0.333,4.1,9.3,0.444,0,3.1,0,0,0,NA,1,2.1,3.1,9.3,2.1,0,3.1,1,12.3
Career,NA,,NBA,,504,40,9840,5.3,12.6,0.423,2.1,5.7,0.374,3.2,6.9,0.463,1.4,1.9,0.739,0.6,2.9,3.5,5.3,1.4,0.2,2.5,2.6,14.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,LAL,NBA,,342,7,6358,5.4,12.5,0.429,2.1,5.5,0.372,3.3,7,0.475,1.3,1.9,0.671,0.7,3,3.7,4.8,1.5,0.2,2.5,2.6,14.1
2 seasons,NA,NJN,NBA,,112,23,2627,5.5,13.2,0.416,2.2,5.9,0.382,3.3,7.4,0.443,1.9,2.2,0.853,0.4,2.8,3.2,6.8,1.2,0.1,2.8,2.4,15.2
1 season,NA,LAC,NBA,,36,0,529,4.2,10.8,0.386,2.4,6.6,0.361,1.8,4.2,0.426,0.7,0.7,0.909,0.5,2.3,2.9,4.6,1.4,0.3,2.2,3.5,11.4
1 season,NA,MEM,NBA,,12,10,291,5.2,12.4,0.42,2,5.6,0.356,3.2,6.8,0.473,1.2,1.2,1,0.5,2.6,3.1,4.6,1.9,0.2,2.2,2.7,13.6
1 season,NA,SAC,NBA,,2,0,35,4.1,12.3,0.333,4.1,9.3,0.444,0,3.1,0,0,0,NA,1,2.1,3.1,9.3,2.1,0,3.1,1,12.3
