,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2006-07,20,LAL,NBA,PG,5,114,.429,14.3,.643,.250,.143,.036,.214,.357,.556,.857,.500,.000,.333,.200,.100,.000,0,1.000,.200,1.000,0,0
2007-08,21,LAL,NBA,PG,21,360,.383,14.5,.617,.339,.061,.078,.139,.383,.380,.487,.286,.222,.250,.386,.407,.009,1,.765,.182,.250,2,0
2008-09,22,LAL,NBA,PG,20,260,.391,16.9,.552,.218,.046,.115,.172,.448,.458,.526,.500,.600,.267,.308,.318,.011,1,.833,.179,.571,1,0
2009-10,23,LAL,NBA,PG,23,301,.404,16.6,.468,.255,.053,.053,.106,.532,.409,.500,.200,.200,.400,.400,.500,.021,2,.900,.300,.600,1,0
2015-16,29,MEM,NBA,PG,4,113,.323,16.3,.613,.194,.065,.065,.290,.387,.316,.167,.000,.500,.444,.333,.000,.000,0,.500,.333,.500,0,0
Career,,,NBA,,73,1148,.389,15.8,.563,.268,.062,.076,.158,.437,.415,.505,.318,.370,.321,.355,.337,.011,4,.818,.232,.528,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,LAL,NBA,,69,1035,.395,15.7,.559,.275,.062,.077,.145,.441,.425,.528,.350,.360,.298,.357,.364,.012,4,.843,.224,.531,4,0
1 season,,MEM,NBA,,4,113,.323,16.3,.613,.194,.065,.065,.290,.387,.316,.167,.000,.500,.444,.333,.000,.000,0,.500,.333,.500,0,0
