Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1968-69,22,MIL,NBA,PF,17,217,3.9,0.271,0.274,NA,NA,NA,1.7,NA,-1,0.2,-0.8,-0.174
1970-71,24,CIN,NBA,PF,68,1213,11.5,0.451,0.206,NA,NA,11.9,3,NA,-0.4,0.8,0.3,0.013
1971-72,25,TOT,NBA,PF,35,211,6,0.324,0.239,NA,NA,14.8,6.7,NA,-0.8,0.4,-0.4,-0.102
1971-72,25,CHI,NBA,PF,7,60,8.2,0.36,0.321,NA,NA,11.9,8.8,NA,-0.2,0.1,-0.1,-0.059
1971-72,25,NYK,NBA,PF,28,151,5.2,0.306,0.2,NA,NA,15.9,5.9,NA,-0.6,0.2,-0.4,-0.119
Career,NA,,NBA,,120,1641,9.8,0.418,0.216,NA,NA,12.3,3.3,NA,-2.2,1.3,-0.9,-0.026
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CIN,NBA,,68,1213,11.5,0.451,0.206,NA,NA,11.9,3,NA,-0.4,0.8,0.3,0.013
1 season,NA,NYK,NBA,,28,151,5.2,0.306,0.2,NA,NA,15.9,5.9,NA,-0.6,0.2,-0.4,-0.119
1 season,NA,MIL,NBA,,17,217,3.9,0.271,0.274,NA,NA,NA,1.7,NA,-1,0.2,-0.8,-0.174
1 season,NA,CHI,NBA,,7,60,8.2,0.36,0.321,NA,NA,11.9,8.8,NA,-0.2,0.1,-0.1,-0.059
