,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,27,TOT,BAA,,6,,6,7,,,4,14
1946-47,27,PHW,BAA,,6,,6,7,,,4,14
1947-48,28,PHW,BAA,,6,12,6,8,,3,4,14
Career,,,,,6,,6,8,,,4,14
