Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,27,PHW,BAA,NA,10,NA,NA,0.3,0.276,NA,NA,NA,NA,NA,0.1,0.3,0.3,NA
1947-48,28,PHW,BAA,NA,13,NA,NA,0.407,0.312,NA,NA,NA,NA,NA,0.9,0.7,1.6,NA
Career,NA,,BAA,NA,23,NA,NA,0.352,0.293,NA,NA,NA,NA,NA,0.9,1,1.9,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,PHW,BAA,NA,23,NA,NA,0.352,0.293,NA,NA,NA,NA,NA,0.9,1,1.9,NA
