Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1967-68,24,TOT,NBA,C,55,624,11.4,0.475,0.671,NA,NA,NA,5.6,NA,NA,NA,0.2,0.4,0.6,0.046,NA,NA,NA,NA,NA
1967-68,24,CIN,NBA,C,31,244,13.6,0.482,0.709,NA,NA,NA,6.2,NA,NA,NA,0.1,0.1,0.2,0.041,NA,NA,NA,NA,NA
1967-68,24,DET,NBA,C,24,380,9.9,0.467,0.634,NA,NA,NA,5.2,NA,NA,NA,0.1,0.3,0.4,0.05,NA,NA,NA,NA,NA
1968-69,25,TOT,NBA,C,76,2354,13.9,0.52,0.394,NA,NA,NA,9.3,NA,NA,NA,2.9,0.9,3.9,0.079,NA,NA,NA,NA,NA
1968-69,25,DET,NBA,C,25,375,13.2,0.52,0.552,NA,NA,NA,7.7,NA,NA,NA,0.4,0.2,0.6,0.078,NA,NA,NA,NA,NA
1968-69,25,PHO,NBA,C,51,1979,14.1,0.521,0.368,NA,NA,NA,9.6,NA,NA,NA,2.5,0.7,3.3,0.079,NA,NA,NA,NA,NA
1969-70,26,PHO,NBA,C,81,2041,15.6,0.572,0.359,NA,NA,NA,6.3,NA,NA,NA,4.7,0.9,5.6,0.133,NA,NA,NA,NA,NA
1970-71,27,CHI,NBA,C,82,1628,19.5,0.531,0.525,NA,NA,17.4,17.1,NA,NA,NA,3.1,3,6.1,0.181,NA,NA,NA,NA,NA
1971-72,28,TOT,NBA,C,81,2180,14.4,0.509,0.377,NA,NA,16.2,5.6,NA,NA,NA,2.2,1.2,3.4,0.075,NA,NA,NA,NA,NA
1971-72,28,CHI,NBA,C,10,133,14.7,0.459,0.528,NA,NA,19.4,6.1,NA,NA,NA,0,0.4,0.3,0.119,NA,NA,NA,NA,NA
1971-72,28,CIN,NBA,C,71,2047,14.4,0.513,0.366,NA,NA,16,5.5,NA,NA,NA,2.2,0.8,3.1,0.072,NA,NA,NA,NA,NA
1972-73,29,SEA,NBA,C,74,2439,16,0.58,0.432,NA,NA,16.1,9.7,NA,NA,NA,5.2,1.2,6.4,0.126,NA,NA,NA,NA,NA
1973-74,30,SEA,NBA,C,78,2179,16.3,0.552,0.435,10.4,22,15.9,13.7,1.1,0.5,NA,4.4,2.2,6.6,0.146,NA,1.1,0.1,1.2,1.7
1974-75,31,SEA,NBA,C,75,1766,14.7,0.534,0.393,7.4,21.1,14.2,10.6,1.2,0.5,NA,2.6,2,4.6,0.124,NA,0.2,-0.2,0,0.9
1975-76,32,MIL,NBA,C,70,918,12.4,0.572,0.389,9.6,16.9,13.3,6,1.4,0.9,NA,1.3,0.9,2.2,0.116,NA,-1,0.1,-0.9,0.2
1976-77,33,NYN,NBA,C,71,1165,13.8,0.517,0.286,8.3,21,14.3,6.7,0.8,1.2,NA,1,1.3,2.4,0.097,NA,-1.5,-0.7,-2.2,-0.1
Career,NA,,NBA,,743,17294,15.2,0.539,0.411,9,20.8,15.6,9.5,1.1,0.7,NA,27.7,14.1,41.8,0.116,NA,0,-0.2,-0.1,2.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SEA,NBA,,227,6384,15.7,0.556,0.422,9.1,21.6,15.5,11.3,1.2,0.5,NA,12.2,5.4,17.6,0.132,NA,0.7,-0.1,0.6,2.6
2 seasons,NA,PHO,NBA,,132,4020,14.9,0.55,0.363,NA,NA,NA,7.9,NA,NA,NA,7.2,1.7,8.9,0.106,NA,NA,NA,NA,NA
2 seasons,NA,CIN,NBA,,102,2291,14.3,0.509,0.399,NA,NA,16,5.6,NA,NA,NA,2.4,0.9,3.3,0.069,NA,NA,NA,NA,NA
2 seasons,NA,CHI,NBA,,92,1761,19.1,0.525,0.526,NA,NA,17.5,16.3,NA,NA,NA,3.1,3.4,6.5,0.176,NA,NA,NA,NA,NA
1 season,NA,NYN,NBA,,71,1165,13.8,0.517,0.286,8.3,21,14.3,6.7,0.8,1.2,NA,1,1.3,2.4,0.097,NA,-1.5,-0.7,-2.2,-0.1
1 season,NA,MIL,NBA,,70,918,12.4,0.572,0.389,9.6,16.9,13.3,6,1.4,0.9,NA,1.3,0.9,2.2,0.116,NA,-1,0.1,-0.9,0.2
2 seasons,NA,DET,NBA,,49,755,11.6,0.495,0.59,NA,NA,NA,6.5,NA,NA,NA,0.5,0.5,1,0.064,NA,NA,NA,NA,NA
