Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1967-68,24,TOT,NBA,C,55,NA,11.3,1.2,2.9,0.41,1.2,2,0.611,NA,NA,4.2,0.5,NA,NA,1.5,3.6
1967-68,24,CIN,NBA,C,31,NA,7.9,1,2.5,0.405,1.2,1.8,0.643,NA,NA,3.1,0.4,NA,NA,1.1,3.2
1967-68,24,DET,NBA,C,24,NA,15.8,1.4,3.4,0.415,1.3,2.2,0.577,NA,NA,5.6,0.7,NA,NA,2.1,4.1
1968-69,25,TOT,NBA,C,76,NA,31,4.2,8.9,0.47,2.5,3.5,0.715,NA,NA,10.8,2.2,NA,NA,3.5,10.9
1968-69,25,DET,NBA,C,25,NA,15,1.8,3.8,0.469,1.4,2.1,0.642,NA,NA,5.6,0.9,NA,NA,2.2,5
1968-69,25,PHO,NBA,C,51,NA,38.8,5.4,11.4,0.47,3.1,4.2,0.734,NA,NA,13.3,2.8,NA,NA,4.1,13.8
1969-70,26,PHO,NBA,C,81,NA,25.2,5.1,9.7,0.524,2.7,3.5,0.77,NA,NA,7,1.1,NA,NA,3.2,12.9
1970-71,27,CHI,NBA,C,82,NA,19.9,3.4,7.5,0.458,2.9,3.9,0.745,NA,NA,7.3,2.4,NA,NA,2.6,9.7
1971-72,28,TOT,NBA,C,81,NA,26.9,4.4,9.7,0.449,2.8,3.7,0.764,NA,NA,8.8,1.1,NA,NA,3.2,11.5
1971-72,28,CHI,NBA,C,10,NA,13.3,2,5.3,0.377,2,2.8,0.714,NA,NA,5.4,0.6,NA,NA,2.1,6
1971-72,28,CIN,NBA,C,71,NA,28.8,4.7,10.4,0.454,2.9,3.8,0.77,NA,NA,9.3,1.1,NA,NA,3.3,12.3
1972-73,29,SEA,NBA,C,74,NA,33,4.3,8.3,0.515,2.9,3.6,0.808,NA,NA,11.2,2.4,NA,NA,3.2,11.4
1973-74,30,SEA,NBA,C,78,NA,27.9,4.1,8.6,0.478,3.1,3.8,0.823,3.1,6,9.2,2.9,0.7,0.3,3.2,11.3
1974-75,31,SEA,NBA,C,75,NA,23.5,3.4,7.2,0.469,2.3,2.8,0.802,1.7,4.8,6.5,1.8,0.6,0.2,2.2,9
1975-76,32,MIL,NBA,C,70,NA,13.1,1.5,2.9,0.517,0.9,1.1,0.785,1.2,2.2,3.4,0.6,0.4,0.2,1.8,3.9
1976-77,33,NYN,NBA,C,71,NA,16.4,2.6,5.6,0.462,1.3,1.6,0.833,1.4,3.2,4.6,0.7,0.3,0.4,2.2,6.5
Career,NA,,NBA,,743,NA,23.3,3.5,7.3,0.479,2.3,3,0.77,1.9,4.1,7.4,1.6,0.5,0.3,2.7,9.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SEA,NBA,,227,NA,28.1,3.9,8,0.488,2.8,3.4,0.812,2.4,5.4,9,2.4,0.7,0.2,2.9,10.6
2 seasons,NA,PHO,NBA,,132,NA,30.5,5.2,10.4,0.501,2.8,3.8,0.755,NA,NA,9.5,1.8,NA,NA,3.6,13.2
2 seasons,NA,CIN,NBA,,102,NA,22.5,3.6,8,0.45,2.4,3.2,0.748,NA,NA,7.4,0.9,NA,NA,2.6,9.6
2 seasons,NA,CHI,NBA,,92,NA,19.1,3.3,7.2,0.452,2.8,3.8,0.742,NA,NA,7.1,2.2,NA,NA,2.5,9.3
1 season,NA,NYN,NBA,,71,NA,16.4,2.6,5.6,0.462,1.3,1.6,0.833,1.4,3.2,4.6,0.7,0.3,0.4,2.2,6.5
1 season,NA,MIL,NBA,,70,NA,13.1,1.5,2.9,0.517,0.9,1.1,0.785,1.2,2.2,3.4,0.6,0.4,0.2,1.8,3.9
2 seasons,NA,DET,NBA,,49,NA,15.4,1.6,3.6,0.444,1.3,2.1,0.61,NA,NA,5.6,0.8,NA,NA,2.2,4.5
