Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1967-68,24,DET,NBA,C,6,NA,90,2.4,7.6,0.316,6,7.6,0.789,NA,NA,14.8,1.2,NA,NA,4.4,10.8
1969-70,26,PHO,NBA,C,6,NA,174,5.2,14.3,0.362,3.5,5,0.708,NA,NA,13.2,1.7,NA,NA,4.1,13.9
1970-71,27,CHI,NBA,C,7,NA,167,7.1,16.4,0.434,2.8,4.1,0.684,NA,NA,14.2,3.7,NA,NA,3.7,17
1974-75,31,SEA,NBA,C,8,NA,40,3.6,12.6,0.286,3.6,6.3,0.571,3.6,4.5,8.1,1.8,0,0.9,5.4,10.8
1975-76,32,MIL,NBA,C,3,NA,33,4.4,5.5,0.8,2.2,2.2,1,2.2,5.5,7.6,3.3,0,1.1,8.7,10.9
Career,NA,,NBA,,30,NA,504,5.1,13.1,0.393,3.6,5.1,0.718,3,4.9,13.1,2.4,0,1,4.4,13.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,SEA,NBA,,8,NA,40,3.6,12.6,0.286,3.6,6.3,0.571,3.6,4.5,8.1,1.8,0,0.9,5.4,10.8
1 season,NA,CHI,NBA,,7,NA,167,7.1,16.4,0.434,2.8,4.1,0.684,NA,NA,14.2,3.7,NA,NA,3.7,17
1 season,NA,DET,NBA,,6,NA,90,2.4,7.6,0.316,6,7.6,0.789,NA,NA,14.8,1.2,NA,NA,4.4,10.8
1 season,NA,PHO,NBA,,6,NA,174,5.2,14.3,0.362,3.5,5,0.708,NA,NA,13.2,1.7,NA,NA,4.1,13.9
1 season,NA,MIL,NBA,,3,NA,33,4.4,5.5,0.8,2.2,2.2,1,2.2,5.5,7.6,3.3,0,1.1,8.7,10.9
