Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1967-68,24,DET,NBA,C,6,90,13.2,0.493,1,NA,NA,NA,4,NA,NA,NA,0.1,0.2,0.2,0.125,NA,NA,NA,NA,NA
1969-70,26,PHO,NBA,C,6,174,11.9,0.421,0.348,NA,NA,NA,6.3,NA,NA,NA,-0.2,0.3,0.1,0.028,NA,NA,NA,NA,NA
1970-71,27,CHI,NBA,C,7,167,18.3,0.468,0.25,NA,NA,19.9,15,NA,NA,NA,0.1,0.2,0.2,0.068,NA,NA,NA,NA,NA
1974-75,31,SEA,NBA,C,8,40,6.7,0.351,0.5,10.6,12.7,11.7,6.8,0,1.3,NA,-0.1,0,-0.1,-0.1,NA,-5.8,-3.1,-9,-0.1
1975-76,32,MIL,NBA,C,3,33,12.9,0.85,0.4,9,15.8,13,12,0,1.5,NA,0.1,0,0.1,0.109,NA,-1.6,1.3,-0.3,0
Career,NA,,NBA,,30,504,13.9,0.455,0.388,9.9,14.1,17.6,9.2,0,1.4,NA,0,0.6,0.6,0.054,NA,-3.9,-1.1,-5,-0.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,SEA,NBA,,8,40,6.7,0.351,0.5,10.6,12.7,11.7,6.8,0,1.3,NA,-0.1,0,-0.1,-0.1,NA,-5.8,-3.1,-9,-0.1
1 season,NA,CHI,NBA,,7,167,18.3,0.468,0.25,NA,NA,19.9,15,NA,NA,NA,0.1,0.2,0.2,0.068,NA,NA,NA,NA,NA
1 season,NA,DET,NBA,,6,90,13.2,0.493,1,NA,NA,NA,4,NA,NA,NA,0.1,0.2,0.2,0.125,NA,NA,NA,NA,NA
1 season,NA,PHO,NBA,,6,174,11.9,0.421,0.348,NA,NA,NA,6.3,NA,NA,NA,-0.2,0.3,0.1,0.028,NA,NA,NA,NA,NA
1 season,NA,MIL,NBA,,3,33,12.9,0.85,0.4,9,15.8,13,12,0,1.5,NA,0.1,0,0.1,0.109,NA,-1.6,1.3,-0.3,0
