Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1967-68,24,DET,NBA,C,6,NA,90,6,19,0.316,15,19,0.789,NA,NA,37,3,NA,NA,11,27
1969-70,26,PHO,NBA,C,6,NA,174,25,69,0.362,17,24,0.708,NA,NA,64,8,NA,NA,20,67
1970-71,27,CHI,NBA,C,7,NA,167,33,76,0.434,13,19,0.684,NA,NA,66,17,NA,NA,17,79
1974-75,31,SEA,NBA,C,8,NA,40,4,14,0.286,4,7,0.571,4,5,9,2,0,1,6,12
1975-76,32,MIL,NBA,C,3,NA,33,4,5,0.8,2,2,1,2,5,7,3,0,1,8,10
Career,NA,,NBA,,30,NA,504,72,183,0.393,51,71,0.718,6,10,183,33,0,2,62,195
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,SEA,NBA,,8,NA,40,4,14,0.286,4,7,0.571,4,5,9,2,0,1,6,12
1 season,NA,CHI,NBA,,7,NA,167,33,76,0.434,13,19,0.684,NA,NA,66,17,NA,NA,17,79
1 season,NA,DET,NBA,,6,NA,90,6,19,0.316,15,19,0.789,NA,NA,37,3,NA,NA,11,27
1 season,NA,PHO,NBA,,6,NA,174,25,69,0.362,17,24,0.708,NA,NA,64,8,NA,NA,20,67
1 season,NA,MIL,NBA,,3,NA,33,4,5,0.8,2,2,1,2,5,7,3,0,1,8,10
