Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1994-95,24,HOU,NBA,C,37,0,182,6.7,14.8,0.453,0,0.3,0,6.7,14.6,0.462,7.6,12.3,0.614,6.4,9.5,16,1.1,0.6,2,5,10.4,21,NA,98,107
1995-96,25,TOR,NBA,C,67,18,1332,8.7,16,0.543,0,0,0,8.7,16,0.545,2.5,4.4,0.561,4.5,7.8,12.4,2.4,0.9,1.2,3.9,7.9,19.9,NA,102,112
1996-97,26,TOR,NBA,C,13,4,218,7.8,17.3,0.451,0,0,NA,7.8,17.3,0.451,4.9,7,0.69,4.9,7,11.9,3.4,1.5,2.7,5.1,8.5,20.4,NA,96,107
1997-98,27,TOT,NBA,C,57,34,984,7.5,16,0.467,0,0.1,0,7.5,15.9,0.469,1.2,3.2,0.377,4.4,6.7,11.1,2.5,1.1,2,3.2,8.6,16.1,NA,93,110
1997-98,27,TOR,NBA,C,39,29,752,8,17.2,0.466,0,0.1,0,8,17.1,0.468,1.1,3.3,0.333,4.1,6.5,10.6,2.5,1,1.9,3,8.1,17.1,NA,92,112
1997-98,27,BOS,NBA,C,18,5,232,5.8,12.2,0.473,0,0,NA,5.8,12.2,0.473,1.6,2.9,0.538,5.5,7.3,12.9,2.7,1.1,2.4,3.8,10.2,13.1,NA,94,105
1999-00,29,IND,NBA,C,18,0,114,7.2,15.4,0.471,0,0,NA,7.2,15.4,0.471,2.3,3.6,0.625,7.2,7.2,14.5,1.8,1.4,4.1,5,5.9,16.7,NA,93,101
2000-01,30,IND,NBA,C,55,14,777,6.8,12.9,0.527,0,0,NA,6.8,12.9,0.527,1.4,3.2,0.426,4.5,10.2,14.7,2.3,0.7,2.1,3.9,8.6,14.9,NA,93,101
Career,NA,,NBA,,247,70,3607,7.8,15.3,0.506,0,0,0,7.8,15.3,0.507,2.3,4.4,0.525,4.7,8.1,12.8,2.4,0.9,1.8,3.9,8.3,17.8,NA,97,108
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,TOR,NBA,,119,51,2302,8.4,16.5,0.508,0,0,0,8.4,16.5,0.51,2.2,4.3,0.524,4.4,7.4,11.8,2.5,1,1.6,3.7,8,19,NA,98,112
2 seasons,NA,IND,NBA,,73,14,891,6.8,13.2,0.518,0,0,NA,6.8,13.2,0.518,1.5,3.3,0.455,4.9,9.8,14.7,2.2,0.8,2.3,4.1,8.3,15.2,NA,93,101
1 season,NA,HOU,NBA,,37,0,182,6.7,14.8,0.453,0,0.3,0,6.7,14.6,0.462,7.6,12.3,0.614,6.4,9.5,16,1.1,0.6,2,5,10.4,21,NA,98,107
1 season,NA,BOS,NBA,,18,5,232,5.8,12.2,0.473,0,0,NA,5.8,12.2,0.473,1.6,2.9,0.538,5.5,7.3,12.9,2.7,1.1,2.4,3.8,10.2,13.1,NA,94,105
