Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994-95,24,HOU,NBA,C,8,0,31,2.3,5.8,0.4,0,0,NA,2.3,5.8,0.4,2.3,2.3,1,1.2,0,1.2,1.2,1.2,3.5,2.3,5.8,7
1999-00,29,IND,NBA,C,10,0,47,3.1,6.1,0.5,0,0,NA,3.1,6.1,0.5,3.1,3.1,1,3.1,9.2,12.3,0,0,1.5,0.8,7.7,9.2
2000-01,30,IND,NBA,C,2,2,10,0,14.4,0,0,0,NA,0,14.4,0,3.6,7.2,0.5,10.8,0,10.8,0,0,0,0,7.2,3.6
Career,NA,,NBA,,20,2,88,2.5,7,0.353,0,0,NA,2.5,7,0.353,2.9,3.3,0.875,3.3,4.9,8.2,0.4,0.4,2,1.2,7,7.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,IND,NBA,,12,2,57,2.5,7.6,0.333,0,0,NA,2.5,7.6,0.333,3.2,3.8,0.833,4.4,7.6,12,0,0,1.3,0.6,7.6,8.2
1 season,NA,HOU,NBA,,8,0,31,2.3,5.8,0.4,0,0,NA,2.3,5.8,0.4,2.3,2.3,1,1.2,0,1.2,1.2,1.2,3.5,2.3,5.8,7
