Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1957-58,23,PHW,NBA,PF,71,2377,10.7,0.387,0.201,NA,NA,NA,NA,NA,-2.2,2.5,0.3,0.007
1958-59,24,PHW,NBA,C,72,2743,10.8,0.381,0.128,NA,NA,NA,NA,NA,-3.8,3.3,-0.6,-0.01
1959-60,25,PHW,NBA,PF,71,1848,7.2,0.346,0.106,NA,NA,NA,NA,NA,-4.5,2.6,-1.8,-0.048
1960-61,26,STL,NBA,PF,69,1491,6.1,0.318,0.13,NA,NA,NA,NA,NA,-5.1,2.2,-2.8,-0.091
1961-62,27,TOT,NBA,PF,63,1765,NA,0.366,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-62,27,STL,NBA,PF,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-62,27,CHP,NBA,PF,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-63,28,TOT,NBA,PF,77,2034,9.1,0.404,0.169,NA,NA,NA,NA,NA,-3,0.8,-2.2,-0.052
1962-63,28,CHZ,NBA,,54,1664,9.7,0.41,0.164,NA,NA,NA,NA,NA,-2.1,0.4,-1.8,-0.052
1962-63,28,STL,NBA,PF,23,370,6.5,0.377,0.19,NA,NA,NA,NA,NA,-0.9,0.4,-0.4,-0.056
1965-66,31,BOS,NBA,PF,39,530,4.6,0.331,0.088,NA,NA,NA,3.7,NA,-1.8,1,-0.8,-0.072
Career,NA,,NBA,,462,12788,8.9,0.369,0.144,NA,NA,NA,3.7,NA,-20.4,12.4,-7.9,-0.03
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,PHW,NBA,,214,6968,9.8,0.373,0.145,NA,NA,NA,NA,NA,-10.5,8.4,-2.1,-0.014
3 seasons,NA,STL,NBA,,106,1861,6.2,0.329,0.141,NA,NA,NA,NA,NA,-5.9,2.7,-3.3,-0.084
2 seasons,NA,"CHP,CHZ",NBA,,103,1664,9.7,0.41,0.164,NA,NA,NA,NA,NA,-2.1,0.4,-1.8,-0.052
1 season,NA,BOS,NBA,,39,530,4.6,0.331,0.088,NA,NA,NA,3.7,NA,-1.8,1,-0.8,-0.072
