,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2013-14,22,MEM,NBA,SG,21,161,.410,14.3,.718,.308,.051,.077,.282,.282,.393,.583,.000,.000,.364,.455,.636,.026,1,1.000,.182,1.000,0,0
2014-15,23,DEN,NBA,SG,3,13,.500,26.5,.000,.000,.000,.000,.000,1.000,,,,,,.500,,.000,0,1.000,.000,,0,0
Career,,,NBA,,24,174,.415,14.9,.683,.293,.049,.073,.268,.317,.393,.583,.000,.000,.364,.462,.636,.024,1,1.000,.154,1.000,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,MEM,NBA,,21,161,.410,14.3,.718,.308,.051,.077,.282,.282,.393,.583,.000,.000,.364,.455,.636,.026,1,1.000,.182,1.000,0,0
1 season,,DEN,NBA,,3,13,.500,26.5,.000,.000,.000,.000,.000,1.000,,,,,,.500,,.000,0,1.000,.000,,0,0
