Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1955-56,22,STL,NBA,SF,68,NA,1611,4.3,11.9,0.358,3.7,5.3,0.695,4.2,3.6,4.3,12.2
1958-59,25,STL,NBA,SG,72,NA,1189,4.1,11.7,0.348,4.4,6,0.729,4.3,3.7,4.7,12.5
1959-60,26,STL,NBA,SG,71,NA,1567,5,12,0.413,4,5.2,0.782,3.7,4.3,4.7,14
1960-61,27,STL,NBA,SG,63,NA,1031,4.1,11.5,0.357,3.3,4.1,0.819,4,5,5.5,11.5
1961-62,28,STL,NBA,SG,79,NA,2046,3.7,10.2,0.357,3.1,3.9,0.799,3.7,5.5,4.9,10.4
1962-63,29,CHZ,NBA,,18,NA,138,3.1,9.7,0.324,3.7,4.4,0.824,3.1,3.7,5.5,9.9
Career,NA,,NBA,,371,NA,7582,4.2,11.3,0.368,3.7,4.8,0.76,3.9,4.5,4.8,12
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,STL,NBA,,353,NA,7444,4.2,11.4,0.368,3.7,4.8,0.759,4,4.5,4.8,12
1 season,NA,CHZ,NBA,,18,NA,138,3.1,9.7,0.324,3.7,4.4,0.824,3.1,3.7,5.5,9.9
