Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1955-56,22,STL,NBA,SF,68,NA,1611,191,534,0.358,164,236,0.695,186,163,192,546
1958-59,25,STL,NBA,SG,72,NA,1189,134,385,0.348,145,199,0.729,142,122,155,413
1959-60,26,STL,NBA,SG,71,NA,1567,216,523,0.413,176,225,0.782,162,188,205,608
1960-61,27,STL,NBA,SG,63,NA,1031,117,328,0.357,95,116,0.819,115,143,157,329
1961-62,28,STL,NBA,SG,79,NA,2046,208,582,0.357,175,219,0.799,213,313,278,591
1962-63,29,CHZ,NBA,,18,NA,138,12,37,0.324,14,17,0.824,12,14,21,38
Career,NA,,NBA,,371,NA,7582,878,2389,0.368,769,1012,0.76,830,943,1008,2525
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,STL,NBA,,353,NA,7444,866,2352,0.368,755,995,0.759,818,929,987,2487
1 season,NA,CHZ,NBA,,18,NA,138,12,37,0.324,14,17,0.824,12,14,21,38
