,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,29,PHO,NBA,SF,4,82,,,14%,86%,,-20.1,-16.2,0,1,4,4,6,0,4,0,5
2001-02,30,BOS,NBA,SF,16,394,,7%,82%,12%,,+1.6,-2.8,7,6,16,7,14,0,73,1,10
2002-03,31,NJN,NBA,PF,20,350,,,54%,46%,,-2.5,-9.8,16,2,21,5,18,0,58,2,7
2003-04,32,NJN,NBA,PF,11,228,,,19%,80%,1%,+3.1,+1.6,4,6,12,5,8,0,25,0,10
2004-05,33,PHI,NBA,PF,4,49,,,12%,88%,,+3.7,+14.8,0,1,4,0,3,0,2,1,0
Career,,,NBA,,55,1103,,2%,52%,46%,,-0.9,-4.3,27,16,57,21,49,0,162,4,32
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,NJN,NBA,,31,578,,,40%,59%,1%,-0.3,-5.3,20,8,33,10,26,0,83,2,17
1 season,,BOS,NBA,,16,394,,7%,82%,12%,,+1.6,-2.8,7,6,16,7,14,0,73,1,10
1 season,,PHI,NBA,,4,49,,,12%,88%,,+3.7,+14.8,0,1,4,0,3,0,2,1,0
1 season,,PHO,NBA,,4,82,,,14%,86%,,-20.1,-16.2,0,1,4,4,6,0,4,0,5
