Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1969-70,25,DNR,ABA,PG,25,NA,406,39,113,0.345,0,1,0,39,112,0.348,0.345,18,28,0.643,8,43,51,44,45,49,96
Career,NA,,ABA,,25,NA,406,39,113,0.345,0,1,0,39,112,0.348,0.345,18,28,0.643,8,43,51,44,45,49,96
