,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1962-63,25,SFW,NBA,,1,2,0,0,3,3,1,2
Career,,,,,1,2,0,0,3,3,1,2
