Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1956-57,22,NYK,NBA,SG,71,NA,1378,4.3,11.5,0.376,4,5.2,0.764,8.5,3.4,4.1,12.6
1957-58,23,NYK,NBA,PG,55,NA,1399,5.6,13.9,0.403,5,6.2,0.82,6.8,3.2,3.8,16.2
1958-59,24,NYK,NBA,PG,50,NA,857,6,16.8,0.36,4.7,5.6,0.842,6.5,3.3,3.5,16.8
1959-60,25,TOT,NBA,PG,16,NA,234,5.7,16.6,0.343,4.8,5.7,0.838,7.4,3.2,4.9,16.2
1959-60,25,NYK,NBA,,15,NA,221,5.9,16.9,0.346,5,5.9,0.861,7.5,3.1,4.6,16.8
1959-60,25,MNL,NBA,PG,1,NA,13,2.8,11.1,0.25,0,2.8,0,5.5,5.5,11.1,5.5
Career,NA,,NBA,,192,NA,3868,5.2,13.9,0.379,4.6,5.7,0.808,7.4,3.3,3.9,15.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,NYK,NBA,,191,NA,3855,5.3,13.9,0.379,4.6,5.7,0.809,7.4,3.3,3.9,15.1
1 season,NA,MNL,NBA,,1,NA,13,2.8,11.1,0.25,0,2.8,0,5.5,5.5,11.1,5.5
