Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1963-64,21,DET,NBA,C,39,NA,1158,184,460,0.4,NA,NA,NA,184,460,0.4,0.4,61,98,0.622,NA,NA,410,52,NA,119,429
1964-65,22,DET,NBA,C,78,NA,2699,405,987,0.41,NA,NA,NA,405,987,0.41,0.41,128,209,0.612,NA,NA,906,179,NA,258,938
1966-67,24,DET,NBA,C,74,NA,1367,172,383,0.449,NA,NA,NA,172,383,0.449,0.449,63,103,0.612,NA,NA,455,94,NA,164,407
1967-68,25,TOT,TOT,C,39,NA,1145,166,385,0.431,0,1,0,166,384,0.432,0.431,69,123,0.561,NA,NA,428,71,77,94,401
1967-68,25,CHI,NBA,C,14,NA,305,24,71,0.338,NA,NA,NA,24,71,0.338,0.338,17,33,0.515,NA,NA,94,18,NA,35,65
1967-68,25,INA,ABA,C,25,NA,840,142,314,0.452,0,1,0,142,313,0.454,0.452,52,90,0.578,NA,NA,334,53,77,59,336
Career,NA,,TOT,,230,NA,6369,927,2215,0.419,0,1,0,927,2214,0.419,0.419,321,533,0.602,NA,NA,2199,396,77,635,2175
,NA,,NBA,,205,NA,5529,785,1901,0.413,NA,NA,NA,785,1901,0.413,0.413,269,443,0.607,NA,NA,1865,343,NA,576,1839
,NA,,ABA,,25,NA,840,142,314,0.452,0,1,0,142,313,0.454,0.452,52,90,0.578,NA,NA,334,53,77,59,336
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DET,NBA,,191,NA,5224,761,1830,0.416,NA,NA,NA,761,1830,0.416,0.416,252,410,0.615,NA,NA,1771,325,NA,541,1774
1 season,NA,INA,ABA,,25,NA,840,142,314,0.452,0,1,0,142,313,0.454,0.452,52,90,0.578,NA,NA,334,53,77,59,336
1 season,NA,CHI,NBA,,14,NA,305,24,71,0.338,NA,NA,NA,24,71,0.338,0.338,17,33,0.515,NA,NA,94,18,NA,35,65
