,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,21,GSW,NBA,PF,82,1448,,,2%,70%,29%,-7.9,-3.0,19,35,101,21,67,0,156,18,28
2002-03,22,GSW,NBA,PF,79,2510,,,,90%,10%,-2.5,-4.0,36,40,102,17,98,0,239,11,62
2003-04,23,GSW,NBA,PF,28,610,,,,47%,53%,-3.4,-3.2,13,11,33,4,33,0,41,6,18
2004-05,24,GSW,NBA,PF,70,2375,,,,86%,14%,-4.5,-5.2,24,38,79,32,131,0,226,33,94
2005-06,25,GSW,NBA,PF,74,2516,,,,74%,26%,-3.2,-3.8,30,36,80,23,139,11,243,33,58
2006-07,26,TOT,NBA,PF,68,1852,,,,69%,31%,-6.8,-6.6,29,19,121,11,61,8,294,11,24
2006-07,26,GSW,NBA,PF,26,667,,,1%,55%,44%,-7.1,-7.9,12,7,39,4,25,7,142,4,8
2006-07,26,IND,NBA,PF,42,1185,,,,77%,23%,-6.6,-5.1,17,12,82,7,36,1,152,7,16
2007-08,27,IND,NBA,PF,75,2106,,,,74%,26%,-1.7,-0.4,33,28,134,20,118,6,406,24,44
2008-09,28,IND,NBA,PF,73,2482,,,,84%,16%,-1.0,+0.3,54,22,137,19,79,9,403,16,43
2009-10,29,IND,NBA,PF,72,2344,,,,69%,31%,-6.0,-6.9,46,29,103,12,94,11,354,31,41
2010-11,30,TOT,NBA,PF,35,466,,,,71%,29%,-15.2,-15.6,5,4,35,4,11,3,56,2,13
2010-11,30,NJN,NBA,PF,18,288,,,,68%,32%,-10.5,-3.6,4,2,21,3,7,2,43,1,8
2010-11,30,BOS,NBA,PF,17,178,,,,75%,25%,-23.1,-30.5,1,2,14,1,4,1,13,1,5
2011-12,31,LAL,NBA,PF,59,956,,,,89%,11%,+0.3,-1.7,15,3,54,6,3,3,118,1,6
2012-13,32,DAL,NBA,PF,14,256,,,,99%,2%,-6.2,-5.9,5,2,18,0,5,0,18,1,1
Career,,,NBA,,729,19921,,,,78%,22%,-4.0,-3.9,309,267,997,169,839,51,2554,187,432
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,GSW,NBA,,359,10126,,,,77%,22%,-4.3,-4.3,134,167,434,101,493,18,1047,105,268
4 seasons,,IND,NBA,,262,8117,,,,76%,24%,-3.5,-2.7,150,91,456,58,327,27,1315,78,144
1 season,,LAL,NBA,,59,956,,,,89%,11%,+0.3,-1.7,15,3,54,6,3,3,118,1,6
1 season,,NJN,NBA,,18,288,,,,68%,32%,-10.5,-3.6,4,2,21,3,7,2,43,1,8
1 season,,BOS,NBA,,17,178,,,,75%,25%,-23.1,-30.5,1,2,14,1,4,1,13,1,5
1 season,,DAL,NBA,,14,256,,,,99%,2%,-6.2,-5.9,5,2,18,0,5,0,18,1,1
