,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2009-10,22,DET,NBA,PF,80,2232,,,39%,58%,3%,-2.5,+7.8,26,21,103,12,83,22,125,19,53
2011-12,24,DET,NBA,PF,64,1468,,,2%,86%,12%,-5.1,+1.0,28,17,84,12,54,4,98,9,35
2012-13,25,DET,NBA,PF,49,892,,,9%,81%,10%,-5.4,-1.3,17,12,38,7,41,7,95,11,18
2013-14,26,DET,NBA,PF,64,741,,,9%,79%,12%,-6.5,-3.0,18,13,41,3,26,2,89,7,8
2014-15,27,TOT,NBA,PF,75,1230,,,1%,87%,12%,+6.6,+8.6,17,9,39,13,26,5,176,6,16
2014-15,27,DET,NBA,PF,46,703,,,,99%,,+2.8,+5.1,8,5,23,10,12,2,98,2,7
2014-15,27,BOS,NBA,PF,29,527,,,2%,71%,27%,+11.6,+13.3,9,4,16,3,14,3,78,4,9
2015-16,28,BOS,NBA,PF,78,1176,,,6%,78%,16%,+2.8,-0.7,9,20,56,10,26,11,142,5,23
2016-17,29,BOS,NBA,PF,78,1232,,,,79%,21%,+3.2,+0.1,21,6,57,5,13,3,178,1,16
2017-18,30,UTA,NBA,PF,74,1134,,,,94%,6%,+3.2,-2.1,12,4,50,7,22,3,104,4,15
2018-19,31,GSW,NBA,PF,73,1218,,,3%,70%,27%,+2.6,-6.0,21,9,55,9,37,11,231,11,13
Career,,,NBA,,635,11323,,,10%,77%,12%,0.0,+1.4,169,111,523,78,328,68,1238,73,197
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,DET,NBA,,303,6036,,,17%,76%,7%,-3.4,+3.2,97,68,289,44,216,37,505,48,121
3 seasons,,BOS,NBA,,185,2935,,,3%,77%,20%,+4.6,+2.2,39,30,129,18,53,17,398,10,48
1 season,,UTA,NBA,,74,1134,,,,94%,6%,+3.2,-2.1,12,4,50,7,22,3,104,4,15
1 season,,GSW,NBA,,73,1218,,,3%,70%,27%,+2.6,-6.0,21,9,55,9,37,11,231,11,13
