,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2010-11,20,PHI,NBA,PG,5,188,.414,14.9,.638,.224,.121,.138,.155,.362,.351,.615,.143,.125,.333,.524,.308,.000,0,.818,.333,.429,0,0
2011-12,21,PHI,NBA,PG,13,494,.413,13.5,.726,.263,.151,.151,.162,.274,.415,.553,.370,.333,.310,.408,.315,.011,1,.300,.102,.600,1,0
2014-15,24,NOP,NBA,PG,3,55,.368,17.1,.789,.000,.105,.368,.316,.211,.400,,.500,.429,.333,.250,.333,.000,0,1.000,.000,,0,0
2017-18,27,NOP,NBA,SG,9,348,.518,11.8,.706,.329,.159,.135,.082,.294,.600,.804,.333,.565,.357,.320,.264,.041,7,.625,.100,.600,1,0
Career,,,NBA,,30,1085,.453,13.2,.709,.272,.148,.153,.136,.291,.480,.681,.333,.400,.328,.387,.290,.021,8,.542,.137,.529,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,PHI,NBA,,18,682,.414,13.8,.705,.253,.143,.148,.160,.295,.401,.567,.324,.286,.316,.443,.313,.008,1,.484,.171,.500,1,0
2 seasons,,NOP,NBA,,12,403,.503,12.3,.714,.296,.153,.159,.106,.286,.578,.804,.345,.533,.350,.315,.269,.037,7,.647,.093,.600,1,0
