Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,24,WSC,BAA,C,6,NA,NA,23,96,0.24,16,19,0.842,NA,1,25,62
1950-51,28,INO,NBA,C,3,NA,NA,2,15,0.133,0,0,NA,11,9,11,4
1951-52,29,BOS,NBA,C,3,NA,50,2,7,0.286,3,6,0.5,10,3,11,7
1952-53,30,BOS,NBA,C,6,NA,72,0,10,0,5,5,1,19,6,16,5
Career,NA,,TOT,,18,NA,122,27,128,0.211,24,30,0.8,40,19,63,78
,NA,,NBA,,12,NA,122,4,32,0.125,8,11,0.727,40,18,38,16
,NA,,BAA,,6,NA,NA,23,96,0.24,16,19,0.842,NA,1,25,62
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BOS,NBA,,9,NA,122,2,17,0.118,8,11,0.727,29,9,27,12
1 season,NA,WSC,BAA,,6,NA,NA,23,96,0.24,16,19,0.842,NA,1,25,62
1 season,NA,INO,NBA,,3,NA,NA,2,15,0.133,0,0,NA,11,9,11,4
