Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,24,WSC,BAA,C,60,NA,NA,NA,NA,0.255,NA,NA,0.681,NA,NA,NA,NA
1947-48,25,WSC,BAA,C,48,NA,NA,NA,NA,0.249,NA,NA,0.614,NA,NA,NA,NA
1948-49,26,TOT,BAA,C,57,NA,NA,NA,NA,0.259,NA,NA,0.623,NA,NA,NA,NA
1948-49,26,BLB,BAA,C,7,NA,NA,NA,NA,0.263,NA,NA,0.611,NA,NA,NA,NA
1948-49,26,INJ,BAA,C,13,NA,NA,NA,NA,0.246,NA,NA,0.467,NA,NA,NA,NA
1948-49,26,FTW,BAA,C,37,NA,NA,NA,NA,0.265,NA,NA,0.664,NA,NA,NA,NA
1949-50,27,TOT,NBA,C,62,NA,NA,NA,NA,0.267,NA,NA,0.67,NA,NA,NA,NA
1949-50,27,FTW,NBA,C,2,NA,NA,NA,NA,0.375,NA,NA,0.333,NA,NA,NA,NA
1949-50,27,TRI,NBA,C,36,NA,NA,NA,NA,0.266,NA,NA,0.697,NA,NA,NA,NA
1949-50,27,BOS,NBA,C,24,NA,NA,NA,NA,0.262,NA,NA,0.639,NA,NA,NA,NA
1950-51,28,TOT,NBA,C,58,NA,NA,NA,NA,0.316,NA,NA,0.643,NA,NA,NA,NA
1950-51,28,BOS,NBA,C,46,NA,NA,NA,NA,0.342,NA,NA,0.648,NA,NA,NA,NA
1950-51,28,INO,NBA,C,12,NA,NA,NA,NA,0.17,NA,NA,0.625,NA,NA,NA,NA
1951-52,29,BOS,NBA,C,60,NA,581,4.8,14.1,0.344,1.6,2.7,0.605,8.2,3.9,5.6,11.3
1952-53,30,BOS,NBA,C,69,NA,771,3.5,11.8,0.302,1.8,2.6,0.696,8.5,3.5,5.1,8.9
Career,NA,,TOT,,414,NA,1352,4.1,12.8,0.272,1.7,2.6,0.65,8.4,3.7,5.4,9.9
,NA,,NBA,,249,NA,1352,4.1,12.8,0.3,1.7,2.6,0.658,8.4,3.7,5.4,9.9
,NA,,BAA,,165,NA,NA,NA,NA,0.255,NA,NA,0.644,NA,NA,NA,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BOS,NBA,,199,NA,1352,4.1,12.8,0.317,1.7,2.6,0.651,8.4,3.7,5.4,9.9
2 seasons,NA,WSC,BAA,,108,NA,NA,NA,NA,0.252,NA,NA,0.657,NA,NA,NA,NA
2 seasons,NA,FTW,BAA,,39,NA,NA,NA,NA,0.266,NA,NA,0.656,NA,NA,NA,NA
1 season,NA,TRI,NBA,,36,NA,NA,NA,NA,0.266,NA,NA,0.697,NA,NA,NA,NA
1 season,NA,INJ,BAA,,13,NA,NA,NA,NA,0.246,NA,NA,0.467,NA,NA,NA,NA
1 season,NA,INO,NBA,,12,NA,NA,NA,NA,0.17,NA,NA,0.625,NA,NA,NA,NA
1 season,NA,BLB,BAA,,7,NA,NA,NA,NA,0.263,NA,NA,0.611,NA,NA,NA,NA
