Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,24,WSC,BAA,C,60,NA,NA,0.294,0.186,NA,NA,NA,NA,NA,-0.5,4.8,4.4,NA
1947-48,25,WSC,BAA,C,48,NA,NA,0.28,0.167,NA,NA,NA,NA,NA,-1.5,2.4,0.9,NA
1948-49,26,TOT,BAA,C,57,NA,NA,0.296,0.201,NA,NA,NA,NA,NA,-4.8,2.8,-2,NA
1948-49,26,BLB,BAA,C,7,NA,NA,0.301,0.225,NA,NA,NA,NA,NA,-0.4,0.1,-0.3,NA
1948-49,26,INJ,BAA,C,13,NA,NA,0.261,0.127,NA,NA,NA,NA,NA,-2,0.6,-1.5,NA
1948-49,26,FTW,BAA,C,37,NA,NA,0.31,0.232,NA,NA,NA,NA,NA,-2.4,2.1,-0.3,NA
1949-50,27,TOT,NBA,C,62,NA,NA,0.313,0.232,NA,NA,NA,NA,NA,-2.6,1.6,-1,NA
1949-50,27,FTW,NBA,C,2,NA,NA,0.376,0.375,NA,NA,NA,NA,NA,0,0.1,0.1,NA
1949-50,27,TRI,NBA,C,36,NA,NA,0.316,0.238,NA,NA,NA,NA,NA,-1.6,1,-0.6,NA
1949-50,27,BOS,NBA,C,24,NA,NA,0.302,0.214,NA,NA,NA,NA,NA,-1,0.5,-0.5,NA
1950-51,28,TOT,NBA,C,58,NA,NA,0.35,0.199,NA,NA,NA,NA,NA,-1.3,0.7,-0.6,NA
1950-51,28,BOS,NBA,C,46,NA,NA,0.371,0.181,NA,NA,NA,NA,NA,-0.6,0.5,0,NA
1950-51,28,INO,NBA,C,12,NA,NA,0.233,0.302,NA,NA,NA,NA,NA,-0.7,0.2,-0.5,NA
1951-52,29,BOS,NBA,C,60,581,10.8,0.37,0.189,NA,NA,NA,NA,NA,-0.6,0.6,0.1,0.006
1952-53,30,BOS,NBA,C,69,771,9.6,0.345,0.222,NA,NA,NA,NA,NA,-1.2,0.6,-0.6,-0.037
Career,NA,,TOT,,414,1352,10.1,0.309,0.197,NA,NA,NA,NA,NA,-12.4,13.6,1.2,-0.018
,NA,,NBA,,249,1352,10.1,0.338,0.214,NA,NA,NA,NA,NA,-5.7,3.6,-2.1,-0.018
,NA,,BAA,,165,NA,NA,0.291,0.187,NA,NA,NA,NA,NA,-6.7,10,3.3,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BOS,NBA,,199,1352,10.1,0.352,0.2,NA,NA,NA,NA,NA,-3.4,2.3,-1.1,-0.018
2 seasons,NA,WSC,BAA,,108,NA,NA,0.289,0.179,NA,NA,NA,NA,NA,-1.9,7.2,5.3,NA
2 seasons,NA,FTW,BAA,,39,NA,NA,0.311,0.234,NA,NA,NA,NA,NA,-2.4,2.2,-0.2,NA
1 season,NA,TRI,NBA,,36,NA,NA,0.316,0.238,NA,NA,NA,NA,NA,-1.6,1,-0.6,NA
1 season,NA,INJ,BAA,,13,NA,NA,0.261,0.127,NA,NA,NA,NA,NA,-2,0.6,-1.5,NA
1 season,NA,INO,NBA,,12,NA,NA,0.233,0.302,NA,NA,NA,NA,NA,-0.7,0.2,-0.5,NA
1 season,NA,BLB,BAA,,7,NA,NA,0.301,0.225,NA,NA,NA,NA,NA,-0.4,0.1,-0.3,NA
