Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,24,WSC,BAA,C,6,NA,NA,0.297,0.198,NA,NA,NA,NA,NA,0,0.2,0.2,NA
1950-51,28,INO,NBA,C,3,NA,NA,0.133,0,NA,NA,NA,NA,NA,-0.3,0.1,-0.2,NA
1951-52,29,BOS,NBA,C,3,50,3.7,0.363,0.857,NA,NA,NA,10.4,NA,0,0,0,-0.028
1952-53,30,BOS,NBA,C,6,72,3.2,0.205,0.5,NA,NA,NA,15.7,NA,-0.2,0,-0.1,-0.099
Career,NA,,TOT,,18,122,3.4,0.276,0.234,NA,NA,NA,13.5,NA,-0.5,0.3,-0.2,-0.07
,NA,,NBA,,12,122,3.4,0.217,0.344,NA,NA,NA,13.5,NA,-0.5,0.1,-0.4,-0.07
,NA,,BAA,,6,NA,NA,0.297,0.198,NA,NA,NA,NA,NA,0,0.2,0.2,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BOS,NBA,,9,122,3.4,0.275,0.647,NA,NA,NA,13.5,NA,-0.2,0,-0.2,-0.07
1 season,NA,WSC,BAA,,6,NA,NA,0.297,0.198,NA,NA,NA,NA,NA,0,0.2,0.2,NA
1 season,NA,INO,NBA,,3,NA,NA,0.133,0,NA,NA,NA,NA,NA,-0.3,0.1,-0.2,NA
