Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,24,WSC,BAA,C,60,NA,NA,3.7,14.6,0.255,1.9,2.7,0.681,NA,1,3,9.3
1947-48,25,WSC,BAA,C,48,NA,NA,2.7,11,0.249,1.1,1.8,0.614,NA,0.6,3.1,6.6
1948-49,26,TOT,BAA,C,57,NA,NA,3.8,14.6,0.259,1.8,2.9,0.623,NA,2.2,3.8,9.4
1948-49,26,BLB,BAA,C,7,NA,NA,3,11.4,0.263,1.6,2.6,0.611,NA,1.3,4.6,7.6
1948-49,26,INJ,BAA,C,13,NA,NA,4.5,18.2,0.246,1.1,2.3,0.467,NA,2.6,3.1,10
1948-49,26,FTW,BAA,C,37,NA,NA,3.7,13.9,0.265,2.1,3.2,0.664,NA,2.2,3.9,9.5
1949-50,27,TOT,NBA,C,62,NA,NA,2.1,8,0.267,1.2,1.9,0.67,NA,1.7,3.7,5.5
1949-50,27,FTW,NBA,C,2,NA,NA,1.5,4,0.375,0.5,1.5,0.333,NA,1,4,3.5
1949-50,27,TRI,NBA,C,36,NA,NA,2.4,8.9,0.266,1.5,2.1,0.697,NA,1.8,4.1,6.2
1949-50,27,BOS,NBA,C,24,NA,NA,1.8,7,0.262,1,1.5,0.639,NA,1.8,3.1,4.6
1950-51,28,TOT,NBA,C,58,NA,NA,1.9,6.1,0.316,0.8,1.2,0.643,3.8,1.3,2.8,4.6
1950-51,28,BOS,NBA,C,46,NA,NA,2.2,6.5,0.342,0.8,1.2,0.648,4,1.5,3.3,5.2
1950-51,28,INO,NBA,C,12,NA,NA,0.8,4.4,0.17,0.8,1.3,0.625,2.9,0.8,1,2.3
1951-52,29,BOS,NBA,C,60,NA,9.7,1.3,3.8,0.344,0.4,0.7,0.605,2.2,1.1,1.5,3
1952-53,30,BOS,NBA,C,69,NA,11.2,1.1,3.7,0.302,0.6,0.8,0.696,2.6,1.1,1.6,2.8
Career,NA,,TOT,,414,NA,10.5,2.3,8.6,0.272,1.1,1.7,0.65,2.9,1.3,2.8,5.8
,NA,,NBA,,249,NA,10.5,1.6,5.3,0.3,0.8,1.1,0.658,2.9,1.3,2.4,3.9
,NA,,BAA,,165,NA,NA,3.4,13.5,0.255,1.6,2.5,0.644,NA,1.3,3.3,8.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BOS,NBA,,199,NA,10.5,1.5,4.7,0.317,0.6,0.9,0.651,2.8,1.2,2.1,3.6
2 seasons,NA,WSC,BAA,,108,NA,NA,3.3,13,0.252,1.5,2.3,0.657,NA,0.8,3.1,8.1
2 seasons,NA,FTW,BAA,,39,NA,NA,3.6,13.4,0.266,2.1,3.1,0.656,NA,2.2,3.9,9.2
1 season,NA,TRI,NBA,,36,NA,NA,2.4,8.9,0.266,1.5,2.1,0.697,NA,1.8,4.1,6.2
1 season,NA,INJ,BAA,,13,NA,NA,4.5,18.2,0.246,1.1,2.3,0.467,NA,2.6,3.1,10
1 season,NA,INO,NBA,,12,NA,NA,0.8,4.4,0.17,0.8,1.3,0.625,2.9,0.8,1,2.3
1 season,NA,BLB,BAA,,7,NA,NA,3,11.4,0.263,1.6,2.6,0.611,NA,1.3,4.6,7.6
