,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2015-16,27,SAS,NBA,C,7,42,,,,,100%,+1.3,-9.6,0,1,4,0,2,0,6,1,0
2018-19,30,PHI,NBA,C,11,105,,,,,100%,-13.2,-19.2,2,2,9,7,6,0,23,0,2
Career,,,NBA,,18,147,,,,,100%,-9.1,-16.5,2,3,13,7,8,0,29,1,2
,,,,,,,,,,,,,,,,,,,,,,
1 season,,PHI,NBA,,11,105,,,,,100%,-13.2,-19.2,2,2,9,7,6,0,23,0,2
1 season,,SAS,NBA,,7,42,,,,,100%,+1.3,-9.6,0,1,4,0,2,0,6,1,0
